,Unnamed: 0.1,Unnamed: 0,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
12,12.0,12.0,Portland Trail Blazers,Denver Nuggets,22200051,135,110,1.0,0.441,0.369,0.823,46.2,17.0,16.3,8.0,3.8,3.5,107.1,104.2,0.564,0.667,0.504,0.426,0.757,39.2,27.0,19.0,8.0,3.5,-3.5,113.2,115.2,0.614,1,10/24/2022
13,13.0,13.0,Minnesota Timberwolves,San Antonio Spurs,22200050,106,115,0.667,0.464,0.295,0.744,53.1,21.7,15.4,6.3,4.7,3.5,112.3,108.1,0.552,0.667,0.472,0.388,0.738,40.0,26.8,14.8,7.1,6.1,-4.8,113.9,117.2,0.58,0,10/24/2022
14,14.0,14.0,Memphis Grizzlies,Brooklyn Nets,22200049,134,124,0.667,0.425,0.36,0.697,46.0,23.5,14.1,5.8,8.0,-10.0,109.3,120.1,0.534,0.5,0.462,0.338,0.717,42.1,24.4,14.7,6.6,11.7,-9.1,110.2,118.7,0.564,1,10/24/2022
15,15.0,15.0,Phoenix Suns,Golden State Warriors,22200055,134,105,0.667,0.463,0.363,0.818,43.3,28.3,14.0,7.7,3.0,5.7,110.0,104.0,0.557,0.667,0.482,0.369,0.779,35.9,26.6,15.0,8.4,3.6,4.2,112.6,110.4,0.603,1,10/25/2022
16,16.0,16.0,Washington Wizards,Detroit Pistons,22200052,120,99,0.667,0.486,0.388,0.76,41.6,23.6,17.7,7.2,7.2,-0.3,105.9,106.6,0.575,0.333,0.416,0.353,0.709,46.4,26.9,13.6,7.1,2.9,-9.4,108.4,117.9,0.527,1,10/25/2022
17,17.0,17.0,Oklahoma City Thunder,LA Clippers,22200054,108,94,0.0,0.422,0.306,0.773,46.9,24.1,12.2,7.4,4.8,-7.1,106.4,114.6,0.524,0.667,0.469,0.325,0.74,47.0,19.3,17.0,8.3,3.3,-3.0,103.0,105.3,0.562,1,10/25/2022
18,18.0,18.0,New Orleans Pelicans,Dallas Mavericks,22200053,113,111,0.667,0.478,0.373,0.798,50.2,26.5,14.5,8.2,5.4,10.4,118.3,108.6,0.568,0.5,0.485,0.419,0.729,47.2,20.5,13.8,6.7,5.6,20.0,124.1,103.6,0.618,1,10/25/2022
19,19.0,19.0,Chicago Bulls,Indiana Pacers,22200061,124,109,0.5,0.437,0.327,0.826,44.5,22.4,12.9,9.0,5.5,-2.0,107.5,109.2,0.549,0.25,0.439,0.331,0.789,46.0,26.2,13.3,6.1,7.3,-3.6,114.0,118.0,0.543,1,10/26/2022
20,20.0,20.0,New York Knicks,Charlotte Hornets,22200058,134,131,0.667,0.461,0.321,0.723,49.8,26.2,12.3,5.8,4.5,11.0,115.5,104.9,0.548,0.667,0.495,0.416,0.776,45.0,27.0,13.8,7.4,6.4,10.3,118.0,108.1,0.591,1,10/26/2022
21,21.0,21.0,Cleveland Cavaliers,Orlando Magic,22200056,103,92,0.667,0.492,0.443,0.864,44.7,25.3,16.0,6.3,5.0,13.0,116.7,104.4,0.61,0.0,0.45,0.308,0.768,45.4,18.0,14.8,6.3,5.8,-8.3,107.5,114.9,0.549,1,10/26/2022
22,22.0,22.0,Detroit Pistons,Atlanta Hawks,22200057,113,118,0.25,0.414,0.34,0.721,45.2,23.3,13.5,6.9,2.5,-12.3,106.4,118.7,0.521,0.667,0.453,0.308,0.853,41.7,25.6,12.3,9.7,5.2,1.0,108.1,107.5,0.549,0,10/26/2022
23,23.0,23.0,Milwaukee Bucks,Brooklyn Nets,22200060,110,99,1.0,0.485,0.397,0.629,49.0,27.3,15.5,5.2,8.2,11.3,110.8,99.5,0.583,0.333,0.488,0.33,0.747,40.0,25.4,13.6,5.8,10.2,-9.5,115.6,124.7,0.586,1,10/26/2022
24,24.0,24.0,Utah Jazz,Houston Rockets,22200063,109,101,0.75,0.462,0.38,0.719,44.7,27.8,16.5,9.9,5.9,5.2,114.1,108.7,0.568,0.25,0.428,0.366,0.768,47.3,19.6,14.7,5.9,5.4,-7.6,109.8,118.0,0.536,1,10/26/2022
25,25.0,25.0,Portland Trail Blazers,Miami Heat,22200065,98,119,1.0,0.475,0.395,0.803,46.3,18.6,15.0,6.9,4.4,8.8,115.0,106.7,0.597,0.25,0.441,0.331,0.856,43.9,23.2,14.5,5.4,2.6,-5.1,105.6,110.7,0.554,0,10/26/2022
26,26.0,26.0,Denver Nuggets,Los Angeles Lakers,22200064,110,99,0.5,0.501,0.416,0.727,39.3,27.5,16.5,7.1,2.9,-8.8,113.5,121.2,0.602,0.0,0.407,0.212,0.803,39.5,22.6,14.1,10.7,5.6,-6.9,97.2,103.4,0.498,1,10/26/2022
27,27.0,27.0,Minnesota Timberwolves,San Antonio Spurs,22200062,134,122,0.5,0.459,0.287,0.784,52.1,22.1,15.5,6.4,4.8,0.5,110.2,108.7,0.551,0.75,0.468,0.371,0.71,42.0,29.0,14.3,8.0,4.6,-1.4,113.0,113.9,0.564,1,10/26/2022
28,28.0,28.0,Toronto Raptors,Philadelphia 76ers,22200059,119,109,0.5,0.431,0.403,0.735,44.2,23.3,11.9,10.1,4.9,1.0,108.5,107.8,0.544,0.25,0.462,0.356,0.835,40.5,22.1,11.6,7.4,5.3,-1.6,113.2,114.7,0.582,1,10/26/2022
29,29.0,29.0,Golden State Warriors,Miami Heat,22200068,123,110,0.5,0.474,0.35,0.777,36.6,26.8,15.1,8.0,4.3,-3.4,110.1,114.8,0.586,0.4,0.455,0.346,0.853,44.7,25.6,15.4,7.0,2.5,0.2,109.2,108.8,0.568,1,10/27/2022
30,30.0,30.0,Brooklyn Nets,Dallas Mavericks,22200066,125,129,0.25,0.465,0.315,0.761,38.9,24.6,13.6,6.0,9.0,-9.8,110.6,119.8,0.564,0.333,0.49,0.381,0.723,44.8,20.1,13.5,7.3,5.6,12.8,122.6,109.0,0.612,0,10/27/2022
31,31.0,31.0,Sacramento Kings,Memphis Grizzlies,22200069,110,125,0.0,0.467,0.344,0.686,42.4,26.5,14.2,7.4,3.9,-4.5,110.7,114.5,0.568,0.75,0.443,0.384,0.72,44.3,23.0,13.0,6.1,6.8,-5.1,115.9,121.6,0.556,0,10/27/2022
32,32.0,32.0,Oklahoma City Thunder,LA Clippers,22200067,118,110,0.25,0.411,0.273,0.78,49.6,22.7,10.6,8.4,5.5,-1.9,105.8,108.8,0.502,0.5,0.457,0.325,0.747,46.7,19.6,17.4,7.4,6.0,-5.7,100.0,104.9,0.55,1,10/27/2022
33,33.0,33.0,San Antonio Spurs,Chicago Bulls,22200077,129,124,0.6,0.465,0.386,0.748,41.4,29.7,14.5,7.5,4.0,-3.5,113.7,116.7,0.568,0.6,0.449,0.371,0.842,44.2,24.6,13.9,9.1,5.3,1.4,110.1,108.5,0.566,1,10/28/2022
34,34.0,34.0,Boston Celtics,Cleveland Cavaliers,22200072,123,132,0.75,0.477,0.387,0.843,41.0,23.2,12.7,5.6,6.9,1.0,118.3,117.0,0.605,0.75,0.472,0.405,0.813,44.7,25.5,15.4,6.3,4.5,12.6,114.4,102.0,0.585,0,10/28/2022
35,35.0,35.0,Phoenix Suns,New Orleans Pelicans,22200079,124,111,0.75,0.475,0.375,0.82,44.1,28.7,13.9,7.7,3.2,11.4,114.9,103.5,0.575,0.75,0.499,0.392,0.784,45.0,26.5,14.6,8.0,4.9,8.5,118.7,111.0,0.59,1,10/28/2022
36,36.0,36.0,Orlando Magic,Charlotte Hornets,22200071,113,93,0.0,0.446,0.299,0.767,45.2,18.3,15.3,6.3,5.8,-8.9,105.0,113.5,0.542,0.5,0.495,0.417,0.742,43.0,27.2,13.7,7.6,5.9,6.9,117.7,111.1,0.589,1,10/28/2022
37,37.0,37.0,Detroit Pistons,Atlanta Hawks,22200070,112,136,0.2,0.424,0.358,0.714,44.4,23.4,13.7,6.3,3.2,-10.9,108.1,118.5,0.529,0.75,0.463,0.319,0.839,42.8,24.7,12.2,8.8,6.8,2.0,110.5,109.4,0.557,0,10/28/2022
38,38.0,38.0,Milwaukee Bucks,New York Knicks,22200075,119,108,1.0,0.471,0.358,0.688,50.0,24.8,16.4,6.0,9.4,11.1,109.1,98.3,0.57,0.75,0.48,0.331,0.759,47.5,25.4,12.8,5.5,5.9,8.8,116.6,108.1,0.568,1,10/28/2022
39,39.0,39.0,Portland Trail Blazers,Houston Rockets,22200080,125,111,0.8,0.467,0.378,0.784,45.0,19.0,15.8,7.3,4.4,3.0,112.3,110.0,0.588,0.2,0.419,0.346,0.764,46.9,19.2,15.3,6.0,4.7,-7.6,106.4,114.2,0.526,1,10/28/2022
40,40.0,40.0,Denver Nuggets,Utah Jazz,22200078,117,101,0.6,0.492,0.384,0.743,41.9,28.6,15.3,8.0,3.3,-4.9,111.9,116.1,0.59,0.8,0.455,0.36,0.706,45.5,27.3,16.1,9.9,5.6,5.6,111.2,105.6,0.56,1,10/28/2022
41,41.0,41.0,Minnesota Timberwolves,Los Angeles Lakers,22200076,111,102,0.6,0.492,0.347,0.763,47.4,24.8,15.6,6.9,5.0,2.7,113.7,110.2,0.589,0.0,0.416,0.223,0.782,41.0,23.0,14.0,10.0,5.2,-7.8,96.9,104.0,0.501,1,10/28/2022
42,42.0,42.0,Washington Wizards,Indiana Pacers,22200074,117,127,0.75,0.494,0.364,0.789,43.1,24.3,16.3,7.2,7.2,5.0,109.7,105.0,0.587,0.2,0.438,0.345,0.789,44.2,26.9,14.5,5.8,8.1,-5.8,112.4,118.4,0.547,0,10/28/2022
43,43.0,43.0,Toronto Raptors,Philadelphia 76ers,22200073,90,112,0.6,0.454,0.41,0.741,43.7,25.4,11.4,10.0,5.0,2.9,112.1,109.6,0.566,0.2,0.47,0.375,0.81,39.7,23.9,12.1,7.2,4.7,-3.4,114.0,117.1,0.59,0,10/28/2022
44,44.0,44.0,Chicago Bulls,Philadelphia 76ers,22200084,109,114,0.5,0.454,0.365,0.836,43.4,23.6,13.6,9.7,4.9,0.3,111.3,110.8,0.565,0.333,0.48,0.383,0.819,40.5,24.4,12.7,8.0,4.9,1.1,115.0,114.0,0.598,0,10/29/2022
45,45.0,45.0,Brooklyn Nets,Indiana Pacers,22200083,116,125,0.2,0.464,0.321,0.791,39.4,23.3,13.6,6.7,8.3,-8.5,111.4,120.2,0.569,0.333,0.447,0.366,0.816,43.6,27.4,14.4,5.5,7.9,-3.2,114.6,118.0,0.565,0,10/29/2022
46,46.0,46.0,Milwaukee Bucks,Atlanta Hawks,22200085,123,115,1.0,0.445,0.338,0.725,52.0,24.1,13.9,6.5,9.0,10.9,110.4,99.8,0.547,0.8,0.485,0.338,0.829,43.4,26.0,11.2,8.1,7.1,6.3,116.0,110.1,0.576,1,10/29/2022
47,47.0,47.0,Sacramento Kings,Miami Heat,22200081,119,113,0.0,0.47,0.338,0.717,41.9,27.0,14.0,6.9,3.4,-7.1,110.8,117.3,0.574,0.333,0.453,0.342,0.848,42.3,25.5,14.8,8.5,2.9,-2.0,109.2,111.4,0.567,1,10/29/2022
48,48.0,48.0,Utah Jazz,Memphis Grizzlies,22200087,124,123,0.667,0.449,0.343,0.717,44.7,27.0,15.3,9.5,6.0,2.2,110.5,107.9,0.552,0.8,0.461,0.391,0.72,44.1,23.8,13.2,5.9,6.1,-1.2,117.9,119.6,0.569,1,10/29/2022
49,49.0,49.0,Dallas Mavericks,Oklahoma City Thunder,22200086,111,117,0.5,0.494,0.412,0.736,42.1,21.1,14.5,7.4,5.1,10.4,122.3,110.5,0.626,0.4,0.427,0.307,0.788,47.0,23.5,10.9,8.7,5.2,0.0,108.2,109.2,0.52,0,10/29/2022
50,50.0,50.0,Charlotte Hornets,Golden State Warriors,22200082,120,113,0.4,0.474,0.386,0.727,43.8,26.0,14.0,6.7,5.5,1.7,113.0,111.3,0.569,0.6,0.479,0.36,0.788,39.2,27.4,16.2,7.3,3.9,-0.4,112.7,113.7,0.593,1,10/29/2022
51,0.0,,San Antonio Spurs,Minnesota Timberwolves,22200092,107,98,0.667,0.476,0.393,0.759,41.1,30.6,15.4,7.4,3.8,-2.1,115.0,116.7,0.583,0.667,0.478,0.343,0.746,47.1,24.8,14.5,7.7,5.4,3.6,111.8,107.4,0.574,1,10/30/2022
52,1.0,,Los Angeles Lakers,Denver Nuggets,22200095,121,110,0.0,0.416,0.237,0.763,42.9,22.0,15.3,9.4,5.1,-7.9,96.2,103.8,0.502,0.667,0.487,0.398,0.72,44.7,27.0,14.8,7.1,3.5,-1.5,113.3,114.6,0.589,1,10/30/2022
53,2.0,,Phoenix Suns,Houston Rockets,22200094,124,109,0.8,0.485,0.359,0.835,44.7,29.6,13.5,7.6,4.0,11.7,116.9,105.2,0.583,0.167,0.42,0.35,0.771,45.4,19.7,15.5,6.6,4.8,-8.6,106.6,115.7,0.528,1,10/30/2022
54,3.0,,Boston Celtics,Washington Wizards,22200089,112,94,0.6,0.484,0.388,0.835,38.8,23.7,13.7,6.2,5.8,-1.0,117.1,117.9,0.612,0.6,0.491,0.372,0.798,42.0,24.4,15.6,6.7,6.3,2.0,110.9,109.1,0.589,1,10/30/2022
55,4.0,,LA Clippers,New Orleans Pelicans,22200088,91,112,0.4,0.473,0.324,0.743,46.2,19.9,17.9,7.2,5.8,-6.2,102.2,107.5,0.563,0.6,0.488,0.396,0.806,42.7,26.3,14.5,8.4,4.1,4.3,117.5,113.8,0.588,0,10/30/2022
56,5.0,,Cleveland Cavaliers,New York Knicks,22200090,121,108,0.8,0.481,0.417,0.8,43.4,23.6,15.2,5.9,4.0,11.7,115.8,104.4,0.598,0.6,0.464,0.333,0.739,48.4,24.0,12.8,5.5,5.7,5.0,114.1,109.4,0.555,1,10/30/2022
57,6.0,,Detroit Pistons,Golden State Warriors,22200091,128,114,0.167,0.425,0.337,0.737,44.0,22.5,13.2,5.6,3.3,-13.1,108.9,121.8,0.531,0.5,0.472,0.348,0.784,40.3,27.7,15.1,7.3,4.2,-1.4,111.7,113.6,0.582,1,10/30/2022
58,7.0,,Dallas Mavericks,Orlando Magic,22200093,114,105,0.4,0.473,0.368,0.748,42.7,19.9,14.5,7.4,5.0,7.0,117.9,110.3,0.599,0.167,0.454,0.294,0.76,45.6,19.9,14.7,6.5,5.7,-4.0,106.2,110.0,0.549,1,10/30/2022
59,8.0,,Brooklyn Nets,Indiana Pacers,22200098,116,109,0.167,0.47,0.328,0.788,38.8,24.4,12.9,6.6,8.5,-8.6,112.9,121.6,0.578,0.429,0.444,0.388,0.821,45.1,28.0,14.1,5.7,7.0,-1.5,116.5,118.4,0.569,1,10/31/2022
60,9.0,,LA Clippers,Houston Rockets,22200102,95,93,0.333,0.464,0.315,0.73,45.5,20.8,17.6,6.5,5.9,-8.7,101.3,109.2,0.551,0.143,0.422,0.346,0.782,46.0,19.5,15.5,6.7,4.3,-9.5,107.3,117.2,0.531,1,10/31/2022
61,10.0,,Milwaukee Bucks,Detroit Pistons,22200100,110,108,1.0,0.454,0.347,0.708,51.3,24.1,13.5,6.8,8.2,10.3,112.7,102.6,0.555,0.286,0.432,0.349,0.766,44.3,22.7,13.6,5.4,3.3,-9.2,111.3,120.0,0.547,1,10/31/2022
62,11.0,,Utah Jazz,Memphis Grizzlies,22200101,121,105,0.714,0.458,0.357,0.721,43.1,27.4,15.9,9.3,6.0,2.1,112.0,109.4,0.564,0.667,0.478,0.397,0.721,43.1,23.7,14.2,6.7,5.9,-1.1,118.0,119.9,0.582,1,10/31/2022
63,12.0,,Charlotte Hornets,Sacramento Kings,22200096,108,115,0.5,0.465,0.376,0.737,45.2,26.7,13.2,5.9,4.9,2.5,113.0,110.5,0.56,0.2,0.485,0.356,0.719,42.1,27.0,15.4,5.7,3.9,-4.5,112.4,116.0,0.592,0,10/31/2022
64,13.0,,Washington Wizards,Philadelphia 76ers,22200097,111,118,0.5,0.472,0.344,0.783,43.7,24.1,14.8,6.5,6.3,-1.3,108.6,110.1,0.563,0.429,0.481,0.396,0.818,40.5,24.9,13.6,7.9,5.1,1.6,114.7,112.9,0.603,0,10/31/2022
65,14.0,,Toronto Raptors,Atlanta Hawks,22200099,139,109,0.5,0.442,0.376,0.721,44.5,24.8,12.6,9.9,5.1,-1.4,109.8,111.4,0.549,0.667,0.484,0.357,0.825,43.1,24.8,11.5,7.6,6.3,3.9,115.6,112.0,0.575,1,10/31/2022
66,15.0,,Brooklyn Nets,Chicago Bulls,22200103,99,108,0.286,0.479,0.333,0.805,38.6,24.4,13.8,7.2,8.5,-6.4,112.6,119.1,0.587,0.429,0.453,0.363,0.845,42.8,23.3,14.2,9.3,4.6,-0.4,110.7,111.1,0.568,0,11/01/2022
67,16.0,,Phoenix Suns,Minnesota Timberwolves,22200106,116,107,0.833,0.493,0.347,0.813,43.4,29.6,13.3,7.8,4.7,12.3,118.5,106.2,0.592,0.571,0.467,0.318,0.741,46.9,24.3,14.1,8.2,5.6,1.9,110.1,107.5,0.556,1,11/01/2022
68,17.0,,Miami Heat,Golden State Warriors,22200104,116,109,0.286,0.449,0.348,0.846,41.0,24.3,13.9,8.2,2.9,-2.6,109.4,112.5,0.565,0.429,0.465,0.343,0.811,40.3,26.9,15.0,7.4,4.2,-3.1,111.4,115.2,0.578,1,11/01/2022
69,18.0,,Oklahoma City Thunder,Orlando Magic,22200105,116,108,0.5,0.437,0.295,0.785,46.5,23.5,11.4,8.7,5.3,1.0,108.4,107.9,0.528,0.143,0.455,0.305,0.757,46.3,20.2,14.5,6.0,5.7,-4.8,107.3,112.0,0.551,1,11/01/2022
70,19.0,,Philadelphia 76ers,Washington Wizards,22200108,111,121,0.5,0.491,0.396,0.805,40.1,25.1,13.7,8.7,4.8,2.3,115.3,112.8,0.608,0.429,0.471,0.351,0.815,43.4,23.8,15.0,6.7,6.0,-2.1,109.1,111.4,0.568,0,11/02/2022
71,20.0,,San Antonio Spurs,Toronto Raptors,22200114,100,143,0.714,0.468,0.394,0.759,42.7,30.1,16.0,7.2,4.3,-0.6,114.1,114.3,0.578,0.571,0.451,0.381,0.744,44.2,24.7,11.7,10.4,5.6,3.3,113.6,110.5,0.563,0,11/02/2022
72,21.0,,Los Angeles Lakers,New Orleans Pelicans,22200117,120,117,0.167,0.427,0.266,0.769,44.3,22.4,14.3,8.7,5.1,-4.9,100.3,104.7,0.515,0.667,0.489,0.4,0.795,44.3,27.4,14.4,8.6,3.6,7.1,117.5,111.1,0.587,1,11/02/2022
73,22.0,,Chicago Bulls,Charlotte Hornets,22200111,106,88,0.5,0.451,0.368,0.847,43.1,23.0,13.7,9.1,4.6,0.7,110.9,110.3,0.566,0.429,0.471,0.39,0.723,44.0,27.2,14.2,6.6,5.1,1.2,112.0,110.7,0.565,1,11/02/2022
74,23.0,,New York Knicks,Atlanta Hawks,22200110,99,112,0.5,0.468,0.338,0.711,48.0,24.4,13.0,6.1,5.1,2.1,113.5,111.4,0.554,0.571,0.481,0.36,0.821,42.1,25.2,12.4,6.6,5.9,-0.8,114.2,115.4,0.575,0,11/02/2022
75,24.0,,Miami Heat,Sacramento Kings,22200109,110,107,0.375,0.449,0.353,0.862,40.8,25.3,14.1,8.1,2.9,-1.4,110.5,112.5,0.569,0.333,0.477,0.362,0.745,41.9,26.7,15.9,6.1,3.9,-2.6,112.3,114.3,0.592,1,11/02/2022
76,25.0,,Cleveland Cavaliers,Boston Celtics,22200107,114,113,0.833,0.478,0.427,0.805,43.4,25.2,15.1,5.5,4.1,11.9,116.9,105.3,0.602,0.667,0.479,0.399,0.852,40.4,24.7,13.9,5.8,5.7,2.2,116.9,114.5,0.616,1,11/02/2022
77,26.0,,Houston Rockets,LA Clippers,22200112,101,109,0.125,0.418,0.34,0.777,45.8,19.2,15.4,7.0,4.8,-8.6,105.5,114.6,0.524,0.429,0.458,0.304,0.727,45.6,21.2,17.1,6.6,6.5,-7.2,100.6,106.8,0.544,0,11/02/2022
78,27.0,,Milwaukee Bucks,Detroit Pistons,22200113,116,91,1.0,0.451,0.335,0.725,51.2,23.4,14.0,6.5,7.6,9.0,112.5,103.7,0.554,0.25,0.434,0.341,0.774,44.2,22.2,13.4,5.8,3.2,-8.3,111.1,118.9,0.545,1,11/02/2022
79,28.0,,Portland Trail Blazers,Memphis Grizzlies,22200116,106,111,0.833,0.479,0.377,0.786,44.9,20.8,15.8,7.6,4.6,4.8,114.2,109.6,0.595,0.571,0.469,0.38,0.681,44.1,22.2,14.4,6.8,5.6,-3.2,115.3,119.5,0.566,0,11/02/2022
80,29.0,,Dallas Mavericks,Utah Jazz,22200115,103,100,0.5,0.476,0.36,0.749,42.4,19.4,13.0,7.9,4.4,7.4,119.0,110.9,0.599,0.75,0.46,0.363,0.733,43.5,27.1,15.8,9.4,6.0,3.7,112.7,108.2,0.57,1,11/02/2022
81,30.0,,Orlando Magic,Golden State Warriors,22200118,130,129,0.125,0.454,0.31,0.782,46.2,19.9,15.7,6.0,6.1,-5.1,106.3,111.6,0.553,0.375,0.465,0.346,0.807,40.6,27.5,15.7,7.5,4.3,-3.6,111.5,115.6,0.58,1,11/03/2022
82,31.0,,Oklahoma City Thunder,Denver Nuggets,22200119,110,122,0.571,0.442,0.295,0.787,44.6,23.9,12.1,9.2,5.8,1.9,108.4,106.7,0.532,0.571,0.477,0.394,0.72,45.2,26.6,14.0,6.5,4.1,-2.8,112.9,115.7,0.58,0,11/03/2022
83,32.0,,Philadelphia 76ers,New York Knicks,22200122,104,106,0.444,0.488,0.412,0.794,39.4,25.2,13.1,8.1,4.4,0.9,115.6,114.5,0.607,0.429,0.46,0.329,0.716,48.5,24.2,13.5,5.7,5.7,0.0,111.3,111.3,0.547,0,11/04/2022
84,33.0,,San Antonio Spurs,LA Clippers,22200126,106,113,0.625,0.459,0.384,0.767,42.6,29.6,16.7,6.6,4.4,-5.6,111.0,116.2,0.569,0.5,0.462,0.312,0.734,45.4,21.1,16.9,7.1,6.4,-5.3,101.9,106.3,0.55,0,11/04/2022
85,34.0,,Los Angeles Lakers,Utah Jazz,22200131,116,130,0.286,0.432,0.267,0.783,44.9,22.9,14.5,8.2,5.4,-3.8,100.8,104.3,0.521,0.667,0.46,0.361,0.741,43.5,27.4,16.1,9.1,5.5,3.0,112.3,108.5,0.569,0,11/04/2022
86,35.0,,Boston Celtics,Chicago Bulls,22200124,123,119,0.571,0.468,0.38,0.87,41.5,24.5,13.7,5.6,6.1,1.7,114.7,112.8,0.604,0.556,0.449,0.378,0.85,44.0,23.5,14.4,8.8,5.1,2.6,110.2,107.5,0.564,1,11/04/2022
87,36.0,,Phoenix Suns,Portland Trail Blazers,22200130,106,108,0.857,0.488,0.356,0.807,42.1,29.9,13.0,8.0,5.1,11.9,118.3,106.4,0.592,0.714,0.468,0.379,0.789,45.0,21.7,16.4,7.2,4.4,3.4,113.0,109.5,0.585,0,11/04/2022
88,37.0,,Detroit Pistons,Cleveland Cavaliers,22200120,88,112,0.222,0.432,0.342,0.784,43.0,21.7,14.2,5.9,3.2,-10.1,108.4,118.2,0.544,0.857,0.469,0.404,0.803,43.8,24.6,14.3,5.5,4.1,10.2,114.8,104.9,0.588,0,11/04/2022
89,38.0,,Dallas Mavericks,Toronto Raptors,22200127,111,110,0.571,0.48,0.35,0.733,42.1,19.7,13.0,8.2,4.4,6.8,117.9,110.6,0.595,0.625,0.464,0.386,0.76,44.3,25.2,11.4,10.9,5.6,8.3,115.8,107.8,0.573,1,11/04/2022
