,Unnamed: 0,Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
290,290,Orlando Magic,Cleveland Cavaliers,0.682,0.479,0.346,0.768,43.3,25.4,15.1,8.6,5.5,4.9,113.9,108.9,0.579,0.591,0.478,0.348,0.776,44.6,25.4,14.6,8.0,5.0,0.7,111.2,110.5,0.575,1,12/11/2023
291,291,New York Knicks,Toronto Raptors,0.571,0.45,0.377,0.746,47.4,24.2,13.6,8.0,3.1,3.4,115.5,111.9,0.559,0.409,0.463,0.332,0.735,46.0,28.4,14.4,7.7,4.6,-1.7,111.3,113.1,0.553,1,12/11/2023
292,292,Houston Rockets,San Antonio Spurs,0.526,0.468,0.362,0.754,45.5,26.6,13.3,6.2,4.5,3.5,112.8,109.7,0.572,0.143,0.456,0.347,0.789,41.3,28.2,15.7,6.6,5.9,-11.7,107.1,118.9,0.557,1,12/11/2023
293,293,Memphis Grizzlies,Dallas Mavericks,0.286,0.435,0.333,0.779,42.2,24.0,14.4,7.8,6.6,-5.9,106.8,112.7,0.538,0.619,0.471,0.372,0.741,42.2,25.5,11.6,6.2,4.5,3.2,118.8,115.7,0.588,0,12/11/2023
294,294,Oklahoma City Thunder,Utah Jazz,0.667,0.49,0.387,0.85,40.3,24.4,12.8,8.5,6.0,7.1,117.3,110.1,0.604,0.318,0.445,0.35,0.804,46.1,25.9,17.4,6.5,5.7,-8.6,109.4,118.0,0.556,1,12/11/2023
295,295,New Orleans Pelicans,Minnesota Timberwolves,0.522,0.475,0.351,0.757,43.9,25.8,13.6,8.3,4.4,-0.7,113.0,113.5,0.572,0.81,0.481,0.367,0.796,46.1,25.4,15.0,7.2,6.6,7.8,113.5,106.2,0.589,1,12/11/2023
296,296,Milwaukee Bucks,Chicago Bulls,0.682,0.498,0.383,0.766,42.4,24.4,13.3,7.1,5.5,3.3,118.8,115.6,0.611,0.391,0.449,0.362,0.778,43.4,23.5,12.5,8.6,4.7,-4.2,110.5,115.0,0.549,1,12/11/2023
297,297,Atlanta Hawks,Denver Nuggets,0.429,0.467,0.369,0.834,43.4,24.2,13.7,8.5,4.3,-0.2,118.0,118.3,0.584,0.609,0.488,0.364,0.71,45.1,30.4,12.9,7.1,5.3,3.1,116.3,112.7,0.574,0,12/11/2023
298,298,LA Clippers,Portland Trail Blazers,0.524,0.47,0.37,0.772,44.9,24.9,13.5,9.0,5.1,4.1,113.9,110.0,0.574,0.286,0.431,0.338,0.798,41.0,21.9,16.0,9.0,4.6,-6.9,105.5,112.5,0.533,1,12/11/2023
299,299,Sacramento Kings,Brooklyn Nets,0.6,0.464,0.354,0.745,43.3,26.8,13.4,7.3,3.9,-0.3,114.5,114.8,0.577,0.571,0.473,0.387,0.768,48.5,26.1,13.4,6.2,5.7,3.8,117.4,113.8,0.582,1,12/11/2023
300,300,Boston Celtics,Cleveland Cavaliers,0.762,0.476,0.364,0.792,46.9,25.0,13.9,6.6,5.8,8.5,117.5,109.0,0.597,0.565,0.473,0.341,0.774,44.9,25.0,14.6,8.1,4.9,0.2,110.8,110.6,0.571,1,12/12/2023
301,301,Dallas Mavericks,Los Angeles Lakers,0.636,0.473,0.374,0.746,42.3,25.5,11.8,6.3,4.7,3.3,118.8,115.6,0.59,0.609,0.484,0.343,0.77,44.1,25.9,14.4,7.5,5.7,1.2,111.4,110.3,0.582,1,12/12/2023
302,302,Phoenix Suns,Golden State Warriors,0.545,0.473,0.385,0.833,44.4,26.2,15.2,7.1,6.9,2.2,116.3,113.9,0.593,0.455,0.452,0.368,0.79,46.6,27.3,15.6,6.8,3.4,0.4,113.9,113.6,0.574,1,12/12/2023
303,303,Chicago Bulls,Denver Nuggets,0.375,0.447,0.365,0.78,43.6,23.5,12.2,8.3,4.6,-4.1,110.9,115.4,0.547,0.625,0.49,0.366,0.715,45.3,30.4,13.0,7.2,5.4,3.2,116.9,113.2,0.577,0,12/12/2023
304,304,LA Clippers,Sacramento Kings,0.545,0.473,0.371,0.779,44.5,25.3,13.3,8.9,5.3,4.1,114.9,110.9,0.578,0.619,0.466,0.365,0.744,43.3,27.3,13.4,7.1,3.9,0.3,115.3,115.0,0.581,1,12/12/2023
305,305,Washington Wizards,New Orleans Pelicans,0.136,0.481,0.346,0.776,37.5,26.5,13.5,7.5,4.6,-10.3,111.1,121.4,0.577,0.542,0.475,0.352,0.758,44.0,25.9,13.6,8.3,4.5,-0.1,113.3,113.1,0.574,0,12/13/2023
306,306,Miami Heat,Charlotte Hornets,0.565,0.471,0.386,0.837,41.5,26.8,13.2,7.9,3.3,0.9,114.5,113.3,0.588,0.333,0.475,0.374,0.79,42.6,26.0,14.0,6.8,4.8,-7.6,113.2,120.9,0.573,1,12/13/2023
307,307,Toronto Raptors,Atlanta Hawks,0.391,0.464,0.334,0.735,45.6,28.6,14.2,7.9,4.4,-1.9,112.2,114.1,0.555,0.409,0.467,0.37,0.838,43.0,24.3,13.6,8.5,4.2,-0.5,118.2,118.8,0.584,1,12/13/2023
308,308,San Antonio Spurs,Los Angeles Lakers,0.136,0.451,0.336,0.784,41.7,27.9,15.7,6.7,5.8,-11.6,105.9,117.7,0.551,0.583,0.486,0.35,0.767,44.0,26.3,14.5,7.4,5.6,1.0,112.1,111.1,0.584,0,12/13/2023
309,309,Houston Rockets,Memphis Grizzlies,0.55,0.462,0.359,0.759,46.2,26.3,13.4,6.2,4.3,3.9,111.7,108.2,0.566,0.273,0.436,0.337,0.78,42.0,24.1,14.5,7.9,6.5,-6.0,107.1,113.1,0.541,1,12/13/2023
310,310,Phoenix Suns,Brooklyn Nets,0.565,0.472,0.384,0.834,44.1,26.2,15.2,7.1,6.9,2.2,116.2,113.8,0.593,0.545,0.473,0.391,0.777,48.2,26.0,13.4,6.1,5.7,3.0,117.4,114.6,0.583,0,12/13/2023
311,311,Utah Jazz,New York Knicks,0.304,0.447,0.349,0.811,45.8,26.1,17.4,6.6,5.8,-8.8,109.6,118.4,0.557,0.591,0.457,0.384,0.742,47.2,24.8,13.7,7.8,3.1,3.5,116.5,112.8,0.566,1,12/13/2023
312,312,Detroit Pistons,Philadelphia 76ers,0.087,0.464,0.34,0.795,43.9,25.8,16.8,6.2,5.3,-10.0,107.6,117.4,0.557,0.682,0.48,0.378,0.85,44.9,25.8,13.3,8.7,6.0,8.8,121.1,112.1,0.6,0,12/13/2023
313,313,Milwaukee Bucks,Indiana Pacers,0.696,0.498,0.384,0.769,42.5,24.7,13.2,7.0,5.4,3.3,119.0,115.8,0.612,0.619,0.51,0.382,0.79,38.6,29.2,12.3,7.6,6.0,3.6,123.5,119.7,0.617,1,12/13/2023
314,314,Boston Celtics,Cleveland Cavaliers,0.773,0.475,0.366,0.804,46.9,24.9,14.0,6.7,6.0,8.4,117.8,109.3,0.598,0.542,0.473,0.346,0.773,44.5,25.1,14.6,8.0,4.9,-0.1,111.0,111.2,0.572,1,12/14/2023
315,315,Miami Heat,Chicago Bulls,0.583,0.471,0.39,0.84,41.8,26.9,13.6,8.0,3.3,1.4,114.6,112.9,0.589,0.36,0.446,0.363,0.785,43.6,23.7,12.3,8.2,4.8,-4.3,111.0,115.6,0.547,0,12/14/2023
316,316,Dallas Mavericks,Minnesota Timberwolves,0.652,0.473,0.379,0.75,42.0,25.7,11.8,6.3,4.7,3.3,119.3,116.2,0.593,0.773,0.479,0.367,0.794,46.1,25.4,15.0,7.1,6.4,6.8,113.1,106.8,0.587,0,12/14/2023
317,317,Denver Nuggets,Brooklyn Nets,0.64,0.489,0.37,0.713,45.5,30.4,13.0,7.1,5.3,3.4,117.1,113.1,0.577,0.565,0.473,0.389,0.778,47.8,26.0,13.1,6.3,5.6,3.1,117.7,114.7,0.583,1,12/14/2023
318,318,Portland Trail Blazers,Utah Jazz,0.273,0.433,0.346,0.8,40.8,22.0,15.8,8.8,4.6,-6.8,106.6,113.6,0.537,0.333,0.446,0.35,0.807,46.0,26.2,17.3,6.5,5.7,-8.3,109.8,118.0,0.557,0,12/14/2023
319,319,LA Clippers,Golden State Warriors,0.565,0.476,0.371,0.786,44.6,25.0,13.4,8.8,5.1,4.8,114.9,110.3,0.58,0.435,0.452,0.367,0.784,46.7,27.2,15.6,6.9,3.3,0.3,113.8,113.6,0.573,1,12/14/2023
320,320,Sacramento Kings,Oklahoma City Thunder,0.591,0.464,0.361,0.742,43.0,27.3,13.4,7.2,3.8,-0.6,114.5,115.0,0.578,0.682,0.492,0.391,0.853,40.1,24.8,12.7,8.5,6.0,7.4,117.8,110.2,0.606,1,12/14/2023
321,321,Charlotte Hornets,New Orleans Pelicans,0.318,0.477,0.375,0.793,42.1,26.0,14.3,7.0,4.8,-7.8,112.8,120.7,0.575,0.56,0.477,0.357,0.763,43.9,26.0,13.5,8.3,4.4,0.7,114.1,113.2,0.577,0,12/15/2023
322,322,Philadelphia 76ers,Detroit Pistons,0.696,0.482,0.377,0.848,45.2,25.9,13.1,8.5,5.9,9.1,121.3,111.9,0.601,0.083,0.463,0.338,0.794,43.5,25.7,16.5,6.2,5.2,-10.3,107.6,117.7,0.557,1,12/15/2023
323,323,Toronto Raptors,Atlanta Hawks,0.417,0.468,0.342,0.734,45.7,29.0,14.2,7.7,4.6,-1.5,113.1,114.6,0.561,0.391,0.467,0.373,0.834,43.0,24.6,13.3,8.5,4.3,-0.8,118.5,119.5,0.584,0,12/15/2023
324,324,Washington Wizards,Indiana Pacers,0.13,0.482,0.351,0.777,37.3,26.5,13.5,7.4,4.7,-10.7,111.3,121.9,0.58,0.591,0.507,0.379,0.789,38.7,29.1,12.5,7.5,6.0,2.8,123.0,120.0,0.614,1,12/15/2023
325,325,Boston Celtics,Orlando Magic,0.783,0.476,0.366,0.806,46.9,24.8,13.9,6.7,6.1,8.5,117.9,109.4,0.599,0.696,0.478,0.343,0.768,43.4,25.3,15.1,8.6,5.6,5.1,113.8,108.7,0.578,1,12/15/2023
326,326,San Antonio Spurs,Los Angeles Lakers,0.13,0.452,0.34,0.781,41.7,27.7,15.7,6.8,5.8,-11.2,106.0,117.4,0.552,0.6,0.488,0.352,0.762,43.9,26.4,14.5,7.6,5.5,1.1,112.1,111.0,0.585,1,12/15/2023
327,327,Memphis Grizzlies,Houston Rockets,0.261,0.436,0.334,0.774,41.9,24.1,14.4,7.8,6.4,-6.3,106.9,113.0,0.54,0.571,0.461,0.36,0.756,46.7,26.1,13.7,6.2,4.3,4.3,111.7,107.8,0.566,0,12/15/2023
328,328,Phoenix Suns,New York Knicks,0.542,0.472,0.382,0.835,44.4,26.3,15.1,7.1,6.8,1.9,116.2,114.3,0.593,0.565,0.456,0.377,0.739,47.1,24.6,13.5,7.9,3.1,3.2,116.2,112.8,0.564,0,12/15/2023
329,329,Milwaukee Bucks,Detroit Pistons,0.708,0.5,0.381,0.769,42.3,24.7,13.2,7.0,5.5,3.7,119.3,115.7,0.614,0.08,0.462,0.334,0.793,43.4,25.4,16.7,6.0,5.3,-11.2,106.8,117.8,0.555,1,12/16/2023
330,330,Cleveland Cavaliers,Atlanta Hawks,0.52,0.474,0.345,0.778,44.4,25.0,14.6,8.0,4.7,-0.4,111.1,111.5,0.572,0.417,0.469,0.374,0.834,43.4,24.9,13.3,8.4,4.3,0.1,118.7,118.8,0.585,1,12/16/2023
331,331,Minnesota Timberwolves,Indiana Pacers,0.783,0.48,0.371,0.789,46.0,25.6,15.0,7.2,6.3,7.3,113.3,106.5,0.587,0.565,0.505,0.379,0.788,38.6,29.2,12.5,7.5,6.1,2.1,122.4,120.1,0.61,1,12/16/2023
332,332,Miami Heat,Chicago Bulls,0.56,0.471,0.392,0.836,41.8,26.9,13.5,7.8,3.2,1.0,114.7,113.5,0.589,0.385,0.447,0.364,0.779,43.6,24.0,12.1,8.2,4.7,-3.8,111.6,115.7,0.549,1,12/16/2023
333,333,Portland Trail Blazers,Dallas Mavericks,0.261,0.432,0.346,0.795,41.2,22.4,15.7,8.8,4.5,-6.9,107.2,114.2,0.536,0.625,0.473,0.374,0.755,41.7,25.5,12.0,6.3,4.6,2.4,118.5,116.3,0.591,0,12/16/2023
334,334,Sacramento Kings,Utah Jazz,0.609,0.465,0.363,0.743,43.0,27.4,13.5,7.1,3.8,-0.3,114.6,114.9,0.579,0.36,0.45,0.35,0.81,46.1,26.3,17.1,6.6,5.9,-7.7,110.5,118.1,0.559,1,12/16/2023
335,335,LA Clippers,New York Knicks,0.583,0.477,0.373,0.79,44.5,25.2,13.5,8.7,5.3,5.0,115.4,110.6,0.583,0.583,0.462,0.384,0.744,46.7,24.7,13.4,8.0,3.2,3.8,117.3,113.3,0.571,1,12/16/2023
336,336,Denver Nuggets,Oklahoma City Thunder,0.654,0.489,0.368,0.719,45.5,30.3,12.8,7.3,5.4,4.2,117.3,112.6,0.577,0.652,0.489,0.387,0.855,40.1,24.8,12.7,8.5,6.0,6.8,117.6,110.6,0.603,0,12/16/2023
337,337,Charlotte Hornets,Philadelphia 76ers,0.304,0.475,0.371,0.792,42.0,25.7,14.0,7.0,4.8,-7.6,112.6,120.3,0.573,0.708,0.479,0.377,0.851,45.5,25.8,13.1,8.9,6.0,10.1,121.2,110.9,0.599,0,12/16/2023
338,338,Golden State Warriors,Brooklyn Nets,0.417,0.451,0.366,0.788,46.6,27.1,15.5,6.9,3.2,-0.1,114.0,114.2,0.572,0.542,0.47,0.385,0.777,48.0,26.1,13.2,6.2,5.6,2.0,116.9,115.0,0.579,1,12/16/2023
339,339,Boston Celtics,Orlando Magic,0.792,0.478,0.369,0.802,46.3,25.1,13.8,7.0,6.1,8.8,118.3,109.6,0.6,0.667,0.479,0.346,0.767,43.5,25.3,15.4,8.4,5.5,4.2,113.8,109.5,0.578,1,12/17/2023
340,340,San Antonio Spurs,New Orleans Pelicans,0.167,0.454,0.344,0.786,41.9,28.1,15.4,6.7,5.8,-10.2,107.0,117.3,0.555,0.577,0.477,0.356,0.767,44.1,25.9,13.6,8.2,4.4,0.8,114.1,113.0,0.578,0,12/17/2023
341,341,Milwaukee Bucks,Houston Rockets,0.72,0.503,0.384,0.773,42.5,24.6,13.3,6.9,5.6,4.8,120.2,115.4,0.618,0.591,0.457,0.361,0.764,47.0,25.7,13.6,6.4,4.5,4.4,111.4,107.4,0.563,1,12/17/2023
342,342,Phoenix Suns,Washington Wizards,0.52,0.474,0.382,0.834,44.0,26.5,15.0,6.9,6.7,1.2,116.6,115.4,0.594,0.167,0.486,0.355,0.777,37.5,26.8,13.7,7.4,4.8,-9.6,111.8,121.4,0.584,1,12/17/2023
343,343,Portland Trail Blazers,Golden State Warriors,0.25,0.435,0.341,0.798,41.3,22.2,15.4,8.8,4.4,-7.1,107.6,114.7,0.538,0.44,0.452,0.372,0.793,46.5,27.2,15.5,6.9,3.3,0.1,114.4,114.4,0.574,0,12/17/2023
344,344,Philadelphia 76ers,Chicago Bulls,0.72,0.484,0.38,0.852,45.5,25.9,13.0,8.9,6.0,11.8,121.9,109.8,0.603,0.37,0.448,0.367,0.785,43.6,24.1,12.2,8.2,4.7,-3.8,112.1,116.2,0.552,0,12/18/2023
345,345,Indiana Pacers,LA Clippers,0.542,0.504,0.377,0.789,38.7,29.0,12.6,7.6,6.1,1.3,121.9,120.4,0.608,0.6,0.48,0.377,0.792,44.4,25.6,13.3,8.7,5.3,5.6,116.5,111.0,0.588,0,12/18/2023
346,346,Toronto Raptors,Charlotte Hornets,0.4,0.47,0.341,0.726,45.1,29.0,14.2,7.7,4.7,-2.3,112.7,114.9,0.562,0.292,0.471,0.363,0.793,41.7,25.3,14.0,6.9,4.7,-9.5,111.3,121.1,0.567,1,12/18/2023
347,347,Oklahoma City Thunder,Memphis Grizzlies,0.667,0.49,0.386,0.854,40.2,24.7,12.7,8.3,6.2,6.6,117.7,110.9,0.603,0.25,0.435,0.332,0.773,42.2,24.0,14.5,7.7,6.4,-6.3,106.5,112.7,0.538,1,12/18/2023
348,348,Atlanta Hawks,Detroit Pistons,0.4,0.47,0.375,0.836,43.1,24.8,13.2,8.2,4.3,-0.2,118.9,119.3,0.586,0.077,0.461,0.329,0.796,43.0,25.4,16.3,6.2,5.2,-12.0,106.9,118.7,0.554,1,12/18/2023
349,349,Miami Heat,Minnesota Timberwolves,0.577,0.473,0.391,0.833,41.5,27.0,13.4,7.8,3.2,1.0,115.3,114.0,0.591,0.792,0.483,0.38,0.79,45.6,26.0,15.0,7.3,6.2,7.8,113.9,106.6,0.591,0,12/18/2023
350,350,Cleveland Cavaliers,Houston Rockets,0.538,0.474,0.347,0.78,44.6,25.3,14.5,8.0,4.6,-0.1,111.8,111.9,0.573,0.565,0.46,0.362,0.768,46.3,25.8,13.4,6.5,4.5,3.9,111.9,108.4,0.566,1,12/18/2023
351,351,Los Angeles Lakers,New York Knicks,0.577,0.488,0.35,0.757,43.9,26.6,14.2,7.5,5.5,0.5,112.2,111.7,0.585,0.56,0.462,0.381,0.75,46.4,24.5,13.3,7.9,3.2,2.7,117.4,114.5,0.571,0,12/18/2023
352,352,Sacramento Kings,Washington Wizards,0.625,0.468,0.368,0.743,43.1,27.8,13.7,7.0,3.7,0.5,115.2,114.5,0.583,0.16,0.483,0.353,0.778,37.7,26.6,13.5,7.4,4.8,-9.4,111.5,120.9,0.581,1,12/18/2023
353,353,Utah Jazz,Brooklyn Nets,0.346,0.45,0.349,0.808,45.7,26.4,16.9,6.7,5.8,-8.2,110.3,118.5,0.559,0.52,0.471,0.386,0.78,47.7,26.3,13.4,6.2,5.7,1.7,117.1,115.4,0.58,1,12/18/2023
354,354,Denver Nuggets,Dallas Mavericks,0.63,0.487,0.369,0.725,45.6,30.3,12.7,7.2,5.2,4.0,117.3,112.9,0.577,0.64,0.474,0.372,0.76,41.8,25.5,12.0,6.3,4.5,2.7,118.8,116.2,0.592,1,12/18/2023
355,355,Portland Trail Blazers,Phoenix Suns,0.24,0.437,0.342,0.803,41.2,22.2,15.4,8.8,4.4,-6.9,108.0,115.0,0.541,0.538,0.473,0.376,0.831,44.3,26.6,15.1,7.0,6.6,1.3,116.3,115.0,0.592,1,12/19/2023
356,356,New Orleans Pelicans,Memphis Grizzlies,0.593,0.481,0.365,0.763,44.3,26.3,13.6,8.3,4.4,2.1,114.9,112.6,0.582,0.24,0.432,0.333,0.777,42.2,23.9,14.8,7.6,6.3,-6.8,105.9,112.6,0.537,0,12/19/2023
357,357,Golden State Warriors,Boston Celtics,0.462,0.455,0.371,0.79,46.4,27.3,15.4,7.0,3.3,0.2,114.7,114.6,0.576,0.8,0.478,0.372,0.803,46.7,24.8,13.8,6.9,6.3,9.2,118.2,109.2,0.599,1,12/19/2023
358,358,Milwaukee Bucks,San Antonio Spurs,0.731,0.503,0.383,0.773,42.7,24.7,13.4,6.8,5.4,5.0,120.5,115.6,0.618,0.16,0.453,0.345,0.783,41.6,28.0,15.3,6.6,5.8,-11.2,106.8,118.1,0.554,1,12/19/2023
359,359,Cleveland Cavaliers,Utah Jazz,0.556,0.475,0.35,0.773,44.3,25.4,14.4,8.0,4.8,0.1,112.5,112.5,0.574,0.37,0.451,0.351,0.811,45.9,26.5,16.8,6.7,5.9,-7.2,110.8,118.1,0.561,1,12/20/2023
360,360,Indiana Pacers,Charlotte Hornets,0.52,0.505,0.376,0.789,38.5,29.3,12.6,7.5,6.1,0.3,121.9,121.4,0.608,0.28,0.469,0.358,0.798,41.5,25.0,14.0,6.9,4.8,-9.8,110.9,121.0,0.565,1,12/20/2023
361,361,Orlando Magic,Miami Heat,0.64,0.475,0.344,0.766,43.6,25.0,15.2,8.4,5.4,3.4,113.2,109.7,0.575,0.556,0.472,0.39,0.833,41.5,27.0,13.5,7.9,3.2,0.8,115.1,114.0,0.59,0,12/20/2023
362,362,Philadelphia 76ers,Minnesota Timberwolves,0.692,0.482,0.379,0.853,45.5,25.9,13.0,8.9,6.1,11.2,121.4,109.9,0.601,0.8,0.483,0.38,0.793,45.7,26.0,15.0,7.4,6.3,7.6,114.0,106.8,0.592,1,12/20/2023
363,363,Brooklyn Nets,New York Knicks,0.5,0.469,0.387,0.776,47.3,26.2,13.4,6.1,5.8,1.0,116.8,115.7,0.579,0.577,0.462,0.38,0.755,46.6,24.4,13.4,7.8,3.3,2.8,117.2,114.2,0.571,0,12/20/2023
364,364,Chicago Bulls,Los Angeles Lakers,0.393,0.449,0.368,0.785,43.7,24.2,12.1,8.2,4.9,-3.5,112.2,115.9,0.553,0.556,0.486,0.348,0.76,43.7,26.7,14.0,7.6,5.4,0.3,112.0,111.7,0.582,1,12/20/2023
365,365,Houston Rockets,Atlanta Hawks,0.542,0.46,0.362,0.774,46.3,26.1,13.4,6.6,4.5,3.5,112.5,109.4,0.566,0.423,0.472,0.378,0.835,42.9,24.8,13.4,8.1,4.5,0.0,119.2,119.3,0.589,0,12/20/2023
366,366,Dallas Mavericks,LA Clippers,0.615,0.473,0.371,0.751,41.9,25.3,11.9,6.2,4.4,1.6,118.4,116.9,0.589,0.615,0.484,0.383,0.795,44.4,25.6,13.2,8.5,5.5,6.3,117.6,111.5,0.592,0,12/20/2023
367,367,Toronto Raptors,Denver Nuggets,0.423,0.472,0.339,0.729,45.4,29.1,14.4,7.6,4.7,-1.7,112.9,114.4,0.563,0.643,0.49,0.374,0.729,45.7,30.3,12.5,7.2,5.1,4.8,117.9,112.6,0.58,0,12/20/2023
368,368,Sacramento Kings,Boston Celtics,0.64,0.471,0.369,0.744,43.0,28.0,13.4,7.1,3.8,1.0,116.0,114.9,0.586,0.769,0.475,0.368,0.805,46.9,24.9,13.6,6.9,6.2,8.6,118.2,109.7,0.596,0,12/20/2023
369,369,Memphis Grizzlies,Indiana Pacers,0.269,0.434,0.332,0.778,42.2,23.8,14.9,7.5,6.3,-6.5,106.4,112.8,0.54,0.538,0.508,0.38,0.797,38.5,29.6,12.6,7.5,6.2,1.4,122.8,121.2,0.614,1,12/21/2023
370,370,Chicago Bulls,San Antonio Spurs,0.414,0.452,0.374,0.787,43.8,24.2,12.3,8.2,4.9,-2.8,112.5,115.5,0.556,0.154,0.454,0.343,0.786,41.9,27.9,15.3,6.5,5.7,-11.2,106.8,118.1,0.555,1,12/21/2023
371,371,Cleveland Cavaliers,New Orleans Pelicans,0.571,0.474,0.355,0.77,44.3,25.7,14.3,8.0,4.7,0.4,113.0,112.6,0.575,0.571,0.48,0.367,0.768,44.1,26.2,13.5,8.1,4.3,2.0,115.0,112.8,0.582,0,12/21/2023
372,372,Milwaukee Bucks,Orlando Magic,0.741,0.501,0.382,0.773,42.7,24.9,13.1,6.9,5.5,5.3,120.5,115.3,0.616,0.615,0.474,0.339,0.767,43.8,25.2,15.1,8.4,5.4,2.9,113.1,110.2,0.574,1,12/21/2023
373,373,Oklahoma City Thunder,LA Clippers,0.68,0.488,0.382,0.856,40.6,24.9,12.6,8.4,6.3,7.1,117.3,110.1,0.602,0.63,0.487,0.382,0.8,44.4,25.7,13.2,8.4,5.4,6.5,117.9,111.7,0.595,1,12/21/2023
374,374,Detroit Pistons,Utah Jazz,0.074,0.463,0.332,0.791,42.7,25.2,16.2,6.2,5.1,-11.7,107.4,119.0,0.555,0.357,0.453,0.353,0.811,45.7,26.4,16.8,6.6,5.9,-7.3,111.0,118.4,0.564,0,12/21/2023
375,375,Minnesota Timberwolves,Los Angeles Lakers,0.769,0.484,0.379,0.794,45.4,25.9,15.2,7.3,6.2,6.8,113.9,107.5,0.592,0.536,0.484,0.347,0.761,43.6,26.7,14.0,7.6,5.5,-0.2,111.7,112.1,0.58,1,12/21/2023
376,376,Portland Trail Blazers,Washington Wizards,0.269,0.437,0.347,0.807,41.2,22.2,15.5,8.8,4.4,-6.5,107.9,114.5,0.542,0.154,0.484,0.358,0.781,37.7,26.6,13.4,7.2,4.9,-9.5,112.0,121.4,0.584,0,12/21/2023
377,377,Philadelphia 76ers,Toronto Raptors,0.704,0.484,0.378,0.855,45.1,25.6,12.9,8.9,6.0,11.3,121.5,110.0,0.603,0.407,0.472,0.339,0.728,45.4,29.1,14.3,7.4,4.7,-1.9,112.8,114.5,0.562,1,12/22/2023
378,378,Brooklyn Nets,Denver Nuggets,0.481,0.465,0.384,0.776,47.4,26.2,13.3,6.1,5.9,0.3,116.2,115.9,0.574,0.655,0.49,0.373,0.725,45.7,30.3,12.4,7.3,5.3,5.0,117.9,112.6,0.579,0,12/22/2023
379,379,Miami Heat,Atlanta Hawks,0.571,0.473,0.394,0.833,41.5,27.0,13.4,7.8,3.2,1.1,115.3,113.9,0.591,0.444,0.474,0.38,0.835,43.0,25.0,13.4,8.0,4.5,0.3,119.7,119.7,0.591,1,12/22/2023
380,380,Houston Rockets,Dallas Mavericks,0.52,0.461,0.367,0.783,45.9,26.0,13.2,6.5,4.6,3.0,113.1,110.4,0.569,0.593,0.471,0.37,0.749,41.8,25.2,11.8,6.3,4.3,1.3,118.3,117.3,0.588,1,12/22/2023
381,381,Sacramento Kings,Phoenix Suns,0.615,0.471,0.374,0.736,42.8,28.1,13.2,7.0,3.9,0.0,116.3,116.2,0.586,0.519,0.472,0.372,0.828,44.4,26.4,15.0,7.1,6.6,1.0,115.8,114.7,0.588,1,12/22/2023
382,382,Golden State Warriors,Washington Wizards,0.481,0.455,0.372,0.791,46.7,27.3,15.2,6.9,3.4,0.4,115.0,114.7,0.576,0.185,0.485,0.359,0.776,37.6,26.6,13.4,7.3,4.9,-9.1,112.3,121.3,0.585,1,12/22/2023
383,383,New York Knicks,Milwaukee Bucks,0.593,0.462,0.38,0.756,46.9,24.4,13.3,7.8,3.5,3.4,117.4,113.7,0.571,0.75,0.498,0.379,0.779,42.9,24.9,13.1,6.8,5.5,5.2,120.2,115.2,0.614,0,12/23/2023
384,384,LA Clippers,Boston Celtics,0.607,0.486,0.382,0.8,44.2,25.6,13.3,8.4,5.4,5.5,117.8,112.5,0.595,0.778,0.478,0.374,0.806,47.1,25.3,13.4,6.8,6.4,9.2,119.4,110.2,0.6,0,12/23/2023
385,385,Charlotte Hornets,Denver Nuggets,0.269,0.47,0.355,0.798,41.4,24.9,13.9,6.9,4.6,-10.6,111.1,121.9,0.565,0.667,0.491,0.375,0.73,45.6,30.3,12.2,7.2,5.3,5.0,118.3,113.0,0.581,0,12/23/2023
386,386,Indiana Pacers,Orlando Magic,0.519,0.505,0.378,0.797,38.5,29.5,12.7,7.6,6.3,0.9,122.1,121.1,0.612,0.593,0.473,0.335,0.765,43.8,25.2,14.7,8.3,5.5,2.6,113.0,110.3,0.571,0,12/23/2023
387,387,New Orleans Pelicans,Houston Rockets,0.586,0.483,0.369,0.77,44.1,26.4,13.4,8.1,4.3,2.6,115.5,112.8,0.585,0.538,0.462,0.363,0.784,46.4,25.8,13.4,6.5,4.5,3.9,113.1,109.5,0.57,0,12/23/2023
388,388,Toronto Raptors,Utah Jazz,0.393,0.471,0.337,0.734,45.4,29.1,14.2,7.5,4.7,-2.2,112.7,114.8,0.562,0.379,0.453,0.353,0.815,45.6,26.4,16.7,6.9,5.9,-6.7,111.2,118.1,0.564,0,12/23/2023
389,389,Brooklyn Nets,Detroit Pistons,0.464,0.466,0.384,0.772,47.4,26.5,13.2,6.0,6.0,0.1,116.5,116.4,0.574,0.071,0.464,0.33,0.793,42.6,25.2,16.3,6.2,5.3,-11.6,107.5,118.9,0.556,1,12/23/2023
