,Unnamed: 0,Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
943,943,New Orleans Pelicans,Cleveland Cavaliers,0.609,0.488,0.383,0.767,45.0,27.3,13.4,8.3,5.0,5.3,117.2,111.7,0.592,0.631,0.479,0.365,0.763,44.9,28.0,13.6,7.6,4.9,4.1,115.2,111.0,0.586,0,03/13/2024
944,944,Memphis Grizzlies,Charlotte Hornets,0.348,0.438,0.346,0.761,42.5,25.1,15.2,7.9,6.3,-6.5,107.0,113.3,0.547,0.246,0.457,0.356,0.783,41.6,25.0,14.0,6.8,4.6,-10.3,108.4,118.9,0.556,0,03/13/2024
945,945,Indiana Pacers,Chicago Bulls,0.561,0.506,0.377,0.781,40.1,29.9,12.9,7.5,5.8,1.7,120.0,118.4,0.607,0.477,0.464,0.357,0.793,44.2,25.1,12.5,7.8,5.0,-2.0,113.2,115.3,0.564,0,03/13/2024
946,946,Dallas Mavericks,Golden State Warriors,0.569,0.482,0.372,0.76,41.8,25.2,12.2,6.8,4.6,1.3,118.1,116.9,0.595,0.531,0.472,0.376,0.78,46.1,28.6,14.2,6.7,4.3,1.7,116.8,115.3,0.584,1,03/13/2024
947,947,Portland Trail Blazers,Atlanta Hawks,0.281,0.441,0.353,0.796,42.3,23.2,15.1,7.9,4.5,-8.2,108.8,116.9,0.545,0.453,0.464,0.36,0.807,44.1,25.5,13.1,7.2,4.5,-1.8,117.1,118.8,0.576,1,03/13/2024
948,948,Sacramento Kings,Los Angeles Lakers,0.578,0.485,0.368,0.736,43.0,28.4,13.2,7.3,3.9,0.8,117.0,116.1,0.589,0.545,0.498,0.376,0.772,41.7,27.9,13.4,7.4,5.5,-0.3,115.0,115.3,0.598,1,03/13/2024
949,949,Boston Celtics,Phoenix Suns,0.785,0.485,0.385,0.81,47.5,26.7,12.3,6.5,6.6,11.3,121.7,110.4,0.607,0.585,0.493,0.376,0.804,44.0,26.5,14.9,7.4,6.1,2.7,117.0,114.2,0.603,1,03/14/2024
950,950,Chicago Bulls,LA Clippers,0.485,0.465,0.357,0.794,44.2,25.0,12.5,7.7,5.0,-1.9,113.3,115.4,0.565,0.641,0.491,0.386,0.817,43.6,26.2,13.3,7.9,5.2,4.3,118.8,114.7,0.602,0,03/14/2024
951,951,Milwaukee Bucks,Philadelphia 76ers,0.636,0.489,0.373,0.772,43.3,25.9,12.4,6.7,5.0,3.2,118.4,115.2,0.604,0.554,0.465,0.356,0.828,43.3,24.9,11.9,8.6,5.8,2.5,116.7,114.1,0.574,1,03/14/2024
952,952,Houston Rockets,Washington Wizards,0.462,0.456,0.349,0.768,45.7,24.6,12.9,7.7,4.5,0.3,112.4,112.3,0.56,0.169,0.471,0.349,0.767,39.4,27.3,13.4,7.4,5.0,-9.2,110.5,119.4,0.567,1,03/14/2024
953,953,Portland Trail Blazers,New York Knicks,0.292,0.441,0.353,0.796,42.4,23.2,15.2,7.9,4.5,-8.0,108.8,116.7,0.545,0.585,0.461,0.365,0.782,47.6,24.9,13.9,7.5,4.3,4.1,116.7,112.4,0.571,0,03/14/2024
954,954,Oklahoma City Thunder,Dallas Mavericks,0.692,0.499,0.394,0.832,41.2,26.5,12.3,8.1,6.6,7.6,119.0,111.3,0.61,0.576,0.483,0.371,0.76,41.9,25.3,12.2,6.7,4.8,1.4,118.0,116.7,0.595,1,03/14/2024
955,955,Detroit Pistons,Miami Heat,0.185,0.47,0.356,0.784,43.2,26.0,15.3,6.2,4.8,-8.0,110.7,118.6,0.569,0.538,0.465,0.374,0.815,43.2,26.5,13.2,7.6,3.5,0.4,113.1,112.7,0.577,0,03/15/2024
956,956,Charlotte Hornets,Phoenix Suns,0.258,0.458,0.356,0.783,41.5,25.0,14.1,6.9,4.7,-10.0,108.5,118.6,0.557,0.576,0.493,0.376,0.803,44.1,26.5,14.9,7.4,6.0,2.4,117.0,114.5,0.602,0,03/15/2024
957,957,Toronto Raptors,Orlando Magic,0.348,0.475,0.354,0.747,43.2,29.1,13.3,7.5,4.9,-4.1,113.3,117.4,0.57,0.576,0.476,0.353,0.753,43.5,24.9,15.1,8.2,5.4,1.4,112.8,111.3,0.576,0,03/15/2024
958,958,New Orleans Pelicans,LA Clippers,0.6,0.488,0.381,0.767,45.0,27.2,13.4,8.3,5.0,4.9,116.9,111.8,0.591,0.646,0.492,0.388,0.816,43.5,26.4,13.2,7.9,5.1,4.4,119.1,114.7,0.604,1,03/15/2024
959,959,San Antonio Spurs,Denver Nuggets,0.212,0.463,0.351,0.784,42.5,29.2,14.6,7.1,6.1,-7.4,109.7,117.2,0.564,0.697,0.495,0.369,0.76,45.3,29.9,12.9,7.2,5.7,4.6,117.7,113.0,0.588,0,03/15/2024
960,960,Utah Jazz,Atlanta Hawks,0.431,0.47,0.36,0.825,45.4,27.7,15.3,6.6,5.8,-3.1,115.7,119.1,0.582,0.446,0.464,0.36,0.806,44.0,25.5,13.1,7.3,4.5,-1.8,116.9,118.6,0.576,1,03/15/2024
961,961,Houston Rockets,Cleveland Cavaliers,0.47,0.458,0.35,0.769,45.7,24.6,13.0,7.7,4.4,0.6,112.6,112.3,0.562,0.636,0.479,0.366,0.763,44.9,28.2,13.5,7.5,4.9,4.4,115.2,110.8,0.586,1,03/16/2024
962,962,Philadelphia 76ers,Charlotte Hornets,0.545,0.466,0.358,0.827,43.2,24.9,12.0,8.6,5.8,2.3,116.7,114.3,0.575,0.254,0.457,0.353,0.782,41.6,24.9,13.9,6.9,4.7,-10.0,108.4,118.5,0.555,1,03/16/2024
963,963,Indiana Pacers,Brooklyn Nets,0.552,0.506,0.376,0.782,40.1,29.9,12.9,7.5,5.8,1.7,120.0,118.4,0.606,0.394,0.459,0.368,0.758,44.4,26.9,13.0,7.0,5.2,-2.1,113.7,115.8,0.565,1,03/16/2024
964,964,Memphis Grizzlies,Oklahoma City Thunder,0.343,0.438,0.347,0.762,42.5,25.1,15.3,8.0,6.3,-6.6,106.8,113.3,0.547,0.697,0.5,0.395,0.833,41.1,26.5,12.3,8.1,6.6,7.6,119.0,111.5,0.611,0,03/16/2024
965,965,Chicago Bulls,Washington Wizards,0.478,0.465,0.358,0.794,44.2,25.1,12.5,7.7,4.9,-2.1,113.4,115.7,0.566,0.167,0.471,0.348,0.767,39.3,27.3,13.4,7.4,5.0,-9.3,110.5,119.4,0.568,1,03/16/2024
966,966,New Orleans Pelicans,Portland Trail Blazers,0.606,0.488,0.381,0.767,45.0,27.3,13.3,8.3,5.0,5.0,116.9,111.8,0.591,0.288,0.441,0.353,0.797,42.4,23.1,15.3,7.9,4.5,-8.1,108.7,116.6,0.545,1,03/16/2024
967,967,Los Angeles Lakers,Golden State Warriors,0.537,0.498,0.377,0.772,41.7,27.9,13.4,7.4,5.5,-0.5,114.9,115.4,0.598,0.523,0.471,0.375,0.781,46.1,28.5,14.3,6.8,4.3,1.5,116.6,115.2,0.583,0,03/16/2024
968,968,Utah Jazz,Minnesota Timberwolves,0.439,0.47,0.36,0.826,45.4,27.6,15.3,6.6,5.8,-3.1,115.8,119.2,0.583,0.682,0.485,0.385,0.785,44.7,26.6,14.6,7.6,6.1,6.5,114.4,108.3,0.593,0,03/16/2024
969,969,Sacramento Kings,New York Knicks,0.585,0.486,0.37,0.737,43.1,28.5,13.2,7.4,3.9,1.0,117.1,116.0,0.59,0.591,0.461,0.363,0.784,47.6,24.8,13.9,7.6,4.2,4.2,116.6,112.2,0.57,0,03/16/2024
970,970,Milwaukee Bucks,Phoenix Suns,0.642,0.49,0.374,0.773,43.3,26.0,12.4,6.7,4.9,3.3,118.5,115.3,0.605,0.582,0.492,0.375,0.803,44.4,26.6,14.9,7.3,6.0,2.6,117.0,114.3,0.601,1,03/17/2024
971,971,Detroit Pistons,Miami Heat,0.182,0.47,0.354,0.785,43.3,26.0,15.3,6.1,4.8,-8.1,110.5,118.5,0.568,0.545,0.465,0.371,0.813,43.3,26.4,13.1,7.7,3.5,0.6,113.1,112.5,0.577,0,03/17/2024
972,972,Dallas Mavericks,Denver Nuggets,0.567,0.483,0.371,0.761,41.8,25.3,12.3,6.7,4.7,1.3,118.0,116.8,0.596,0.701,0.496,0.369,0.76,45.2,30.0,12.9,7.3,5.7,4.7,117.7,112.9,0.588,1,03/17/2024
973,973,Washington Wizards,Boston Celtics,0.164,0.47,0.349,0.764,39.2,27.3,13.4,7.5,5.0,-9.6,110.3,119.5,0.567,0.788,0.486,0.387,0.809,47.3,26.8,12.2,6.6,6.6,11.3,121.9,110.4,0.608,0,03/17/2024
974,974,Orlando Magic,Toronto Raptors,0.582,0.476,0.354,0.754,43.4,25.0,15.1,8.2,5.3,1.5,112.8,111.2,0.577,0.343,0.475,0.355,0.746,43.2,29.0,13.3,7.6,4.9,-4.2,113.2,117.3,0.57,1,03/17/2024
975,975,San Antonio Spurs,Brooklyn Nets,0.209,0.463,0.351,0.783,42.5,29.1,14.6,7.0,6.1,-7.5,109.7,117.2,0.564,0.388,0.458,0.368,0.758,44.4,26.8,13.2,7.0,5.2,-2.4,113.5,115.8,0.565,1,03/17/2024
976,976,LA Clippers,Atlanta Hawks,0.636,0.492,0.388,0.818,43.4,26.3,13.3,7.9,5.2,4.3,119.0,114.8,0.604,0.439,0.464,0.362,0.804,44.0,25.5,13.0,7.3,4.5,-1.8,117.0,118.7,0.576,0,03/17/2024
977,977,Indiana Pacers,Cleveland Cavaliers,0.559,0.505,0.374,0.783,40.3,29.7,12.9,7.5,5.7,1.9,119.9,118.1,0.605,0.627,0.479,0.366,0.764,44.9,28.1,13.6,7.5,4.9,4.1,115.0,110.8,0.586,0,03/18/2024
978,978,Boston Celtics,Detroit Pistons,0.791,0.486,0.389,0.809,47.2,26.8,12.3,6.6,6.6,11.5,122.0,110.3,0.609,0.179,0.469,0.355,0.785,43.4,26.0,15.3,6.1,4.8,-8.0,110.5,118.4,0.568,1,03/18/2024
979,979,Philadelphia 76ers,Miami Heat,0.552,0.465,0.357,0.829,43.2,24.9,12.0,8.6,5.8,2.5,116.7,114.1,0.575,0.552,0.465,0.371,0.812,43.4,26.4,13.1,7.7,3.5,0.6,113.1,112.4,0.576,1,03/18/2024
980,980,Chicago Bulls,Portland Trail Blazers,0.485,0.466,0.358,0.793,44.2,25.2,12.5,7.7,4.9,-1.6,113.6,115.4,0.567,0.284,0.442,0.353,0.798,42.4,23.1,15.3,7.9,4.5,-8.2,108.7,116.8,0.545,1,03/18/2024
981,981,Utah Jazz,Minnesota Timberwolves,0.433,0.47,0.359,0.827,45.5,27.5,15.3,6.5,5.8,-3.3,115.5,119.1,0.583,0.687,0.484,0.386,0.785,44.7,26.7,14.6,7.6,6.1,6.7,114.5,108.2,0.593,0,03/18/2024
982,982,Los Angeles Lakers,Atlanta Hawks,0.529,0.498,0.377,0.773,41.7,28.0,13.4,7.4,5.4,-0.6,115.1,115.7,0.598,0.448,0.464,0.364,0.805,44.1,25.7,13.1,7.3,4.5,-1.6,117.0,118.5,0.576,1,03/18/2024
983,983,Golden State Warriors,New York Knicks,0.53,0.472,0.376,0.781,46.1,28.7,14.2,6.7,4.3,1.6,116.8,115.4,0.583,0.597,0.461,0.362,0.784,47.7,24.7,14.0,7.6,4.3,4.3,116.4,111.9,0.569,0,03/18/2024
984,984,Sacramento Kings,Memphis Grizzlies,0.576,0.484,0.368,0.738,43.1,28.4,13.2,7.4,3.9,0.9,116.8,115.8,0.588,0.338,0.438,0.348,0.762,42.4,25.2,15.3,8.0,6.3,-6.6,106.9,113.4,0.548,1,03/18/2024
985,985,Washington Wizards,Houston Rockets,0.162,0.47,0.348,0.765,39.2,27.3,13.4,7.4,5.0,-9.8,110.2,119.7,0.567,0.478,0.459,0.35,0.769,45.7,24.6,12.9,7.7,4.5,0.8,112.7,112.1,0.562,0,03/19/2024
986,986,San Antonio Spurs,Dallas Mavericks,0.221,0.463,0.349,0.786,42.6,29.1,14.6,7.0,6.2,-7.2,109.7,117.0,0.564,0.574,0.482,0.37,0.76,42.1,25.3,12.3,6.7,4.7,1.3,117.9,116.7,0.594,0,03/19/2024
987,987,Orlando Magic,Charlotte Hornets,0.588,0.476,0.353,0.754,43.4,24.9,15.1,8.2,5.3,1.7,112.8,111.1,0.577,0.25,0.457,0.353,0.782,41.6,24.9,14.0,7.0,4.7,-10.0,108.3,118.5,0.555,1,03/19/2024
988,988,Brooklyn Nets,New Orleans Pelicans,0.382,0.458,0.367,0.757,44.4,26.8,13.1,7.1,5.1,-2.4,113.3,115.7,0.564,0.612,0.488,0.381,0.768,44.9,27.4,13.3,8.3,5.0,5.2,117.1,111.7,0.591,0,03/19/2024
989,989,Minnesota Timberwolves,Denver Nuggets,0.691,0.484,0.386,0.785,44.6,26.7,14.5,7.6,6.1,6.8,114.6,108.2,0.593,0.691,0.496,0.37,0.762,45.1,30.0,12.8,7.3,5.7,4.6,117.6,112.9,0.588,0,03/19/2024
990,990,Cleveland Cavaliers,Miami Heat,0.632,0.479,0.366,0.763,44.9,28.1,13.6,7.5,4.9,4.1,115.1,110.8,0.586,0.544,0.464,0.371,0.811,43.5,26.4,13.1,7.7,3.5,0.5,112.8,112.3,0.575,0,03/20/2024
991,991,Detroit Pistons,Indiana Pacers,0.176,0.469,0.354,0.785,43.4,25.9,15.3,6.1,4.8,-8.3,110.3,118.5,0.568,0.551,0.504,0.372,0.782,40.4,29.7,12.8,7.5,5.7,1.8,119.8,118.1,0.604,0,03/20/2024
992,992,Toronto Raptors,Sacramento Kings,0.338,0.474,0.353,0.747,43.1,29.0,13.4,7.6,4.9,-4.3,113.0,117.3,0.569,0.582,0.483,0.368,0.74,43.2,28.4,13.3,7.3,4.0,1.0,116.7,115.6,0.587,0,03/20/2024
993,993,Oklahoma City Thunder,Utah Jazz,0.701,0.5,0.394,0.832,41.1,26.5,12.3,8.1,6.6,7.5,119.0,111.5,0.611,0.426,0.47,0.36,0.827,45.6,27.5,15.3,6.5,5.7,-3.4,115.5,119.2,0.582,1,03/20/2024
994,994,Boston Celtics,Milwaukee Bucks,0.794,0.485,0.39,0.81,47.3,26.9,12.3,6.7,6.6,11.7,122.0,110.2,0.609,0.647,0.491,0.378,0.775,43.2,26.1,12.4,6.8,4.9,3.4,118.8,115.4,0.606,1,03/20/2024
995,995,Portland Trail Blazers,LA Clippers,0.279,0.442,0.352,0.798,42.4,23.1,15.3,7.9,4.5,-8.1,108.7,116.7,0.545,0.627,0.491,0.387,0.819,43.4,26.1,13.3,7.9,5.2,3.9,118.7,114.8,0.603,0,03/20/2024
996,996,Phoenix Suns,Philadelphia 76ers,0.574,0.494,0.375,0.804,44.3,26.7,14.8,7.3,6.0,2.4,117.1,114.6,0.602,0.559,0.465,0.357,0.83,43.3,24.9,12.1,8.6,5.9,2.6,116.5,113.8,0.574,1,03/20/2024
997,997,Golden State Warriors,Memphis Grizzlies,0.522,0.472,0.376,0.781,46.0,28.7,14.2,6.7,4.3,1.5,116.8,115.5,0.583,0.333,0.437,0.348,0.763,42.5,25.1,15.2,8.0,6.3,-6.6,106.9,113.3,0.547,1,03/20/2024
998,998,Washington Wizards,Sacramento Kings,0.159,0.47,0.349,0.765,39.3,27.2,13.4,7.4,5.0,-10.0,110.3,120.0,0.566,0.588,0.484,0.367,0.741,43.4,28.4,13.3,7.4,4.0,1.5,116.8,115.2,0.588,1,03/21/2024
999,999,Milwaukee Bucks,Brooklyn Nets,0.638,0.491,0.379,0.775,43.2,26.1,12.5,6.7,4.9,3.3,118.8,115.6,0.607,0.377,0.457,0.366,0.757,44.4,26.7,13.2,7.1,5.1,-2.6,113.2,115.7,0.563,1,03/21/2024
1000,1000,Houston Rockets,Chicago Bulls,0.485,0.46,0.35,0.77,45.7,24.6,12.8,7.7,4.6,1.1,113.0,112.2,0.563,0.493,0.466,0.358,0.793,44.2,25.2,12.5,7.7,4.9,-1.5,113.6,115.3,0.566,1,03/21/2024
1001,1001,Dallas Mavericks,Utah Jazz,0.58,0.482,0.369,0.761,42.1,25.3,12.3,6.7,4.7,1.4,117.8,116.5,0.594,0.42,0.47,0.359,0.828,45.6,27.4,15.3,6.5,5.7,-3.5,115.3,119.2,0.582,1,03/21/2024
1002,1002,Denver Nuggets,New York Knicks,0.696,0.496,0.372,0.762,45.2,29.9,12.9,7.2,5.6,4.6,117.6,112.9,0.588,0.603,0.461,0.362,0.785,47.7,24.8,14.0,7.6,4.3,4.3,116.5,112.0,0.57,1,03/21/2024
1003,1003,Orlando Magic,New Orleans Pelicans,0.594,0.477,0.353,0.755,43.4,25.0,15.2,8.2,5.3,2.0,112.9,110.9,0.578,0.618,0.489,0.38,0.768,45.0,27.5,13.3,8.3,5.0,5.3,117.1,111.6,0.591,1,03/21/2024
1004,1004,Phoenix Suns,Atlanta Hawks,0.58,0.494,0.377,0.804,44.4,26.8,15.0,7.3,6.1,2.5,117.1,114.4,0.602,0.441,0.464,0.362,0.805,44.0,25.8,13.0,7.4,4.5,-2.0,116.8,118.7,0.575,1,03/21/2024
1005,1005,Detroit Pistons,Boston Celtics,0.174,0.468,0.353,0.786,43.4,25.9,15.3,6.1,4.8,-8.4,110.2,118.5,0.567,0.797,0.485,0.391,0.81,47.2,26.9,12.2,6.7,6.6,11.6,122.1,110.4,0.609,0,03/22/2024
1006,1006,Toronto Raptors,Oklahoma City Thunder,0.333,0.474,0.353,0.747,43.0,28.9,13.5,7.6,4.8,-4.7,112.7,117.4,0.569,0.706,0.5,0.392,0.831,41.2,26.6,12.2,8.1,6.6,7.6,119.0,111.4,0.61,0,03/22/2024
1007,1007,Miami Heat,New Orleans Pelicans,0.551,0.464,0.37,0.813,43.4,26.3,13.0,7.7,3.5,0.5,112.9,112.3,0.575,0.609,0.489,0.379,0.768,44.8,27.4,13.4,8.3,4.9,5.0,116.9,111.7,0.591,0,03/22/2024
1008,1008,San Antonio Spurs,Memphis Grizzlies,0.217,0.463,0.349,0.785,42.6,29.1,14.6,7.0,6.2,-7.2,109.6,116.9,0.564,0.329,0.437,0.348,0.763,42.6,25.2,15.2,8.0,6.2,-6.8,107.1,113.7,0.547,0,03/22/2024
1009,1009,Minnesota Timberwolves,Cleveland Cavaliers,0.681,0.484,0.386,0.784,44.5,26.7,14.4,7.7,6.2,6.6,114.6,108.4,0.593,0.623,0.479,0.366,0.765,44.9,28.2,13.6,7.5,4.9,4.0,115.1,111.0,0.586,1,03/22/2024
1010,1010,Golden State Warriors,Indiana Pacers,0.529,0.474,0.378,0.779,46.1,28.9,14.1,6.7,4.3,1.8,117.2,115.6,0.584,0.557,0.505,0.372,0.779,40.4,29.8,12.8,7.6,5.7,2.1,119.8,117.8,0.604,0,03/22/2024
1011,1011,Portland Trail Blazers,LA Clippers,0.275,0.442,0.353,0.796,42.3,23.1,15.3,7.8,4.5,-8.2,108.7,116.8,0.546,0.632,0.491,0.387,0.82,43.4,26.2,13.3,8.0,5.2,4.1,118.7,114.7,0.604,0,03/22/2024
1012,1012,Los Angeles Lakers,Philadelphia 76ers,0.536,0.499,0.377,0.774,41.8,28.1,13.3,7.3,5.4,-0.1,115.3,115.5,0.599,0.551,0.464,0.357,0.825,43.2,25.0,12.0,8.6,5.9,2.3,116.3,113.8,0.573,1,03/22/2024
1013,1013,New York Knicks,Brooklyn Nets,0.594,0.461,0.362,0.785,47.5,24.9,13.9,7.6,4.3,4.1,116.4,112.2,0.57,0.371,0.457,0.364,0.758,44.5,26.7,13.2,7.1,5.1,-2.6,113.2,115.8,0.563,1,03/23/2024
1014,1014,Orlando Magic,Sacramento Kings,0.6,0.478,0.354,0.754,43.4,25.2,15.2,8.3,5.3,2.2,113.0,110.8,0.579,0.58,0.483,0.365,0.743,43.3,28.3,13.3,7.5,4.1,1.4,116.6,115.2,0.587,0,03/23/2024
1015,1015,Atlanta Hawks,Charlotte Hornets,0.435,0.463,0.362,0.805,43.9,25.8,13.0,7.4,4.5,-2.1,116.9,118.9,0.575,0.246,0.457,0.352,0.782,41.5,24.8,14.0,7.0,4.6,-10.2,108.2,118.5,0.555,1,03/23/2024
1016,1016,Chicago Bulls,Boston Celtics,0.486,0.466,0.358,0.794,44.2,25.2,12.4,7.7,4.9,-1.7,113.6,115.5,0.566,0.8,0.486,0.39,0.808,47.1,26.9,12.2,6.7,6.6,11.9,122.3,110.3,0.609,0,03/23/2024
1017,1017,San Antonio Spurs,Phoenix Suns,0.214,0.461,0.347,0.783,42.8,29.0,14.7,7.1,6.2,-7.1,109.4,116.6,0.562,0.586,0.495,0.38,0.805,44.4,26.9,15.0,7.3,6.1,2.7,117.3,114.5,0.604,0,03/23/2024
1018,1018,Houston Rockets,Utah Jazz,0.493,0.46,0.35,0.77,45.8,24.7,12.9,7.7,4.6,1.2,113.2,112.2,0.564,0.414,0.469,0.356,0.829,45.5,27.4,15.4,6.5,5.7,-3.7,115.1,119.1,0.581,1,03/23/2024
1019,1019,Washington Wizards,Toronto Raptors,0.171,0.47,0.35,0.765,39.3,27.1,13.5,7.4,5.0,-9.8,110.3,119.7,0.567,0.329,0.474,0.353,0.747,42.8,28.9,13.7,7.7,4.8,-5.0,112.5,117.4,0.569,1,03/23/2024
1020,1020,Portland Trail Blazers,Denver Nuggets,0.271,0.443,0.354,0.793,42.3,23.2,15.3,7.9,4.5,-8.2,108.8,116.9,0.546,0.7,0.496,0.371,0.763,45.2,30.0,12.9,7.2,5.6,4.7,117.7,112.9,0.589,0,03/23/2024
1021,1021,Detroit Pistons,New Orleans Pelicans,0.171,0.469,0.352,0.785,43.4,25.9,15.3,6.1,4.7,-8.7,110.1,118.7,0.567,0.614,0.49,0.381,0.768,45.1,27.4,13.4,8.3,4.9,5.3,117.0,111.5,0.592,0,03/24/2024
1022,1022,LA Clippers,Philadelphia 76ers,0.638,0.492,0.388,0.82,43.4,26.2,13.4,8.1,5.3,4.1,118.9,114.8,0.605,0.543,0.463,0.355,0.825,43.2,25.0,12.0,8.7,5.9,2.2,115.9,113.7,0.571,0,03/24/2024
1023,1023,Miami Heat,Cleveland Cavaliers,0.543,0.462,0.368,0.813,43.4,26.3,13.0,7.6,3.5,0.2,112.7,112.5,0.574,0.614,0.478,0.364,0.766,44.9,28.1,13.6,7.4,4.9,3.8,114.9,111.0,0.585,1,03/24/2024
1024,1024,Minnesota Timberwolves,Golden State Warriors,0.686,0.484,0.387,0.781,44.6,26.7,14.4,7.7,6.2,6.7,114.6,108.3,0.593,0.522,0.473,0.376,0.778,46.3,28.8,14.1,6.7,4.3,1.6,117.0,115.6,0.583,1,03/24/2024
1025,1025,Los Angeles Lakers,Indiana Pacers,0.543,0.499,0.377,0.773,41.9,28.1,13.4,7.3,5.4,0.0,115.2,115.2,0.599,0.563,0.505,0.372,0.779,40.5,29.8,12.8,7.6,5.8,2.2,119.8,117.6,0.604,1,03/24/2024
1026,1026,Milwaukee Bucks,Oklahoma City Thunder,0.643,0.491,0.379,0.776,43.2,26.1,12.4,6.7,4.9,3.3,118.8,115.6,0.607,0.71,0.5,0.392,0.831,41.2,26.5,12.3,8.3,6.6,7.8,119.0,111.2,0.61,1,03/24/2024
1027,1027,Cleveland Cavaliers,Charlotte Hornets,0.606,0.477,0.364,0.765,44.7,28.1,13.6,7.4,4.9,3.2,114.5,111.3,0.584,0.243,0.457,0.351,0.781,41.5,24.9,14.1,6.9,4.6,-10.7,108.0,118.8,0.555,1,03/25/2024
1028,1028,Toronto Raptors,Brooklyn Nets,0.324,0.474,0.352,0.748,42.8,28.9,13.7,7.7,4.8,-4.9,112.4,117.3,0.568,0.366,0.457,0.364,0.759,44.5,26.8,13.2,7.1,5.1,-2.8,113.0,115.8,0.563,0,03/25/2024
1029,1029,Atlanta Hawks,Boston Celtics,0.443,0.464,0.363,0.805,44.0,26.0,13.0,7.4,4.5,-1.5,117.2,118.6,0.576,0.803,0.486,0.391,0.809,47.0,27.0,12.2,6.7,6.5,11.9,122.5,110.5,0.61,1,03/25/2024
1030,1030,New York Knicks,Detroit Pistons,0.6,0.461,0.362,0.783,47.6,24.9,13.9,7.6,4.3,4.2,116.4,112.0,0.569,0.169,0.468,0.351,0.785,43.5,25.8,15.3,6.1,4.7,-8.7,110.0,118.7,0.566,1,03/25/2024
1031,1031,San Antonio Spurs,Phoenix Suns,0.211,0.462,0.346,0.783,42.7,29.0,14.7,7.1,6.2,-7.4,109.4,116.8,0.562,0.592,0.496,0.381,0.805,44.3,27.0,14.9,7.3,6.1,3.0,117.5,114.4,0.605,1,03/25/2024
1032,1032,Chicago Bulls,Washington Wizards,0.479,0.467,0.358,0.795,44.0,25.4,12.4,7.7,4.9,-1.8,113.8,115.7,0.567,0.183,0.47,0.349,0.764,39.6,27.1,13.6,7.4,5.0,-9.6,110.3,119.6,0.567,0,03/25/2024
1033,1033,Utah Jazz,Dallas Mavericks,0.408,0.469,0.355,0.83,45.4,27.4,15.3,6.5,5.7,-4.0,115.1,119.5,0.581,0.586,0.482,0.369,0.758,42.1,25.4,12.3,6.8,4.7,1.6,117.7,116.2,0.593,0,03/25/2024
1034,1034,Houston Rockets,Portland Trail Blazers,0.5,0.462,0.354,0.771,45.7,24.7,12.8,7.6,4.6,1.6,113.7,112.3,0.566,0.268,0.443,0.354,0.794,42.4,23.3,15.3,7.9,4.5,-8.2,108.9,116.9,0.546,1,03/25/2024
1035,1035,Sacramento Kings,Philadelphia 76ers,0.586,0.482,0.365,0.744,43.3,28.3,13.2,7.5,4.1,1.4,116.6,115.1,0.587,0.549,0.464,0.357,0.825,43.2,25.1,11.9,8.7,6.0,2.4,116.2,113.7,0.572,1,03/25/2024
1036,1036,LA Clippers,Indiana Pacers,0.629,0.492,0.387,0.822,43.4,26.3,13.4,8.0,5.3,3.9,118.9,115.0,0.605,0.556,0.506,0.374,0.777,40.4,29.9,12.8,7.6,5.7,2.1,120.0,117.9,0.605,0,03/25/2024
1037,1037,Denver Nuggets,Memphis Grizzlies,0.704,0.496,0.371,0.762,45.3,29.9,12.9,7.2,5.6,4.7,117.6,112.9,0.588,0.338,0.436,0.348,0.761,42.6,25.1,15.2,8.0,6.2,-6.7,106.9,113.4,0.547,1,03/25/2024
1038,1038,Miami Heat,Golden State Warriors,0.549,0.463,0.369,0.814,43.4,26.4,13.0,7.7,3.5,0.7,112.9,112.1,0.575,0.514,0.473,0.376,0.778,46.2,28.7,14.0,6.7,4.3,1.5,116.9,115.6,0.583,0,03/26/2024
1039,1039,New Orleans Pelicans,Oklahoma City Thunder,0.62,0.49,0.38,0.766,45.0,27.4,13.3,8.3,4.9,5.4,117.0,111.4,0.592,0.7,0.498,0.389,0.83,41.2,26.5,12.3,8.3,6.5,7.3,118.6,111.4,0.608,0,03/26/2024
1040,1040,Milwaukee Bucks,Los Angeles Lakers,0.648,0.492,0.378,0.775,43.4,26.2,12.5,6.7,4.9,3.6,118.9,115.3,0.607,0.549,0.5,0.379,0.776,41.9,28.0,13.4,7.2,5.5,0.1,115.5,115.5,0.6,0,03/26/2024
1041,1041,Sacramento Kings,Dallas Mavericks,0.592,0.482,0.364,0.745,43.3,28.3,13.2,7.5,4.1,1.6,116.7,115.0,0.586,0.592,0.482,0.368,0.759,42.2,25.5,12.2,6.8,4.7,1.7,117.7,116.1,0.593,0,03/26/2024
1042,1042,Charlotte Hornets,Cleveland Cavaliers,0.239,0.456,0.351,0.782,41.4,24.8,14.0,6.9,4.6,-10.9,107.9,118.9,0.554,0.611,0.478,0.364,0.764,44.8,28.3,13.7,7.3,4.9,3.5,114.7,111.1,0.585,1,03/27/2024
