,Unnamed: 0.2,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
64,64,Boston Celtics,Chicago Bulls,22100098,114,128,0.333,0.431,0.321,0.811,43.2,22.6,13.9,8.2,7.7,-4.1,103.5,107.7,0.537,0.833,0.452,0.382,0.857,41.3,23.2,12.2,9.2,6.0,7.9,107.0,99.3,0.558,0,2021-11-01,2021-22,0.2,0.2,1508.2476643362902,1510.0855118072425,1492.952710665509,1525.3804654780238
65,65,New York Knicks,Toronto Raptors,22100099,104,113,0.833,0.465,0.407,0.729,45.0,23.3,13.4,7.5,6.2,7.0,114.5,108.0,0.582,0.571,0.426,0.325,0.748,49.2,20.0,14.8,11.3,3.6,4.1,105.4,101.6,0.516,0,2021-11-01,2021-22,0.3,0.3,1515.4883449985728,1514.132057234174,1503.797221962912,1525.823180269835
66,66,Philadelphia 76ers,Portland Trail Blazers,22100096,113,103,0.667,0.488,0.385,0.865,43.1,23.2,14.2,8.2,7.2,8.5,114.9,106.3,0.603,0.5,0.456,0.364,0.757,48.8,22.1,14.9,7.6,5.0,3.7,110.0,106.3,0.566,1,2021-11-01,2021-22,0.3,0.2,1526.5914149642892,1499.843344730347,1534.0203410501506,1492.414418644486
67,67,LA Clippers,Oklahoma City Thunder,22100102,99,94,0.2,0.42,0.317,0.709,40.0,23.4,11.3,11.1,3.7,-2.0,100.4,102.3,0.514,0.167,0.415,0.292,0.725,43.3,19.8,15.2,7.5,3.7,-14.5,97.2,111.1,0.508,1,2021-11-01,2021-22,0.1,0.1,1489.6985559970994,1472.7404347169493,1494.9581543779625,1467.4808363360862
68,68,Dallas Mavericks,Miami Heat,22100104,110,125,0.667,0.404,0.312,0.698,46.5,20.4,13.0,7.1,5.1,-4.7,99.3,103.7,0.504,0.833,0.463,0.347,0.844,53.3,24.3,15.5,7.5,2.1,16.6,111.6,95.1,0.565,0,2021-11-02,2021-22,0.3,0.4,1498.783466929797,1556.5899309222036,1485.5006606090094,1569.8727372429912
69,69,Los Angeles Lakers,Houston Rockets,22100107,119,117,0.571,0.475,0.376,0.713,42.0,23.2,15.9,8.7,6.3,0.5,107.4,107.1,0.564,0.167,0.425,0.341,0.71,44.9,20.4,18.6,8.8,4.2,-7.4,97.8,105.0,0.529,1,2021-11-02,2021-22,0.4,0.0,1520.312586714126,1448.8662056833623,1523.1300609561454,1446.0487314413429
70,70,Phoenix Suns,New Orleans Pelicans,22100106,112,100,0.4,0.46,0.31,0.694,46.7,25.7,13.7,8.0,2.9,-4.9,103.1,109.1,0.539,0.143,0.43,0.336,0.791,48.8,22.8,16.1,6.8,5.1,-6.7,103.8,110.2,0.525,1,2021-11-02,2021-22,0.1,0.1,1501.7151075732197,1488.1429296328342,1510.5409277140864,1479.3171094919676
71,71,Detroit Pistons,Milwaukee Bucks,22100103,89,117,0.167,0.407,0.289,0.736,41.9,21.1,16.6,9.7,5.4,-11.1,96.8,107.5,0.499,0.429,0.438,0.319,0.762,44.3,20.6,14.0,7.8,3.9,-3.5,106.0,109.1,0.541,0,2021-11-02,2021-22,0.1,0.1,1471.8353923324669,1478.6540977956358,1447.4868226364656,1503.002667491637
72,72,Utah Jazz,Sacramento Kings,22100105,119,113,0.833,0.448,0.325,0.853,50.3,17.7,16.0,7.3,5.8,12.9,111.4,98.3,0.574,0.5,0.443,0.317,0.789,46.5,22.5,13.7,6.3,4.4,-2.8,107.6,110.2,0.543,1,2021-11-02,2021-22,0.3,0.2,1537.3616702663603,1494.4610378919429,1542.50987131963,1489.312836838673
73,73,Minnesota Timberwolves,LA Clippers,22100115,115,126,0.5,0.411,0.316,0.743,45.2,22.7,16.4,10.1,6.2,0.2,101.3,101.1,0.516,0.333,0.413,0.324,0.714,41.9,22.6,11.8,10.6,3.9,-0.8,100.3,101.0,0.511,0,2021-11-03,2021-22,0.1,0.2,1472.5246876037972,1494.9581543779625,1460.2662509781253,1507.2165910036344
74,74,Indiana Pacers,New York Knicks,22100109,111,98,0.25,0.465,0.356,0.78,43.8,24.2,16.7,6.9,6.1,-1.9,108.4,110.2,0.568,0.714,0.465,0.408,0.732,44.6,23.0,13.9,6.9,5.9,4.8,113.5,109.0,0.585,1,2021-11-03,2021-22,0.1,0.3,1474.5652955044918,1503.797221962912,1485.6816585136055,1492.6808589537982
75,75,Memphis Grizzlies,Denver Nuggets,22100114,108,106,0.571,0.437,0.35,0.819,47.4,24.8,15.0,10.4,5.3,-2.8,109.3,112.7,0.542,0.571,0.474,0.301,0.67,44.0,24.3,17.9,9.3,4.3,2.6,100.7,98.8,0.551,1,2021-11-03,2021-22,0.2,0.2,1478.0170270494443,1494.8703664077432,1482.1852723066124,1490.702121150575
76,76,Washington Wizards,Toronto Raptors,22100112,100,109,0.714,0.445,0.328,0.82,46.2,20.5,12.7,7.0,5.6,2.5,107.5,105.2,0.549,0.625,0.427,0.326,0.765,49.2,20.6,14.1,11.4,3.7,4.7,106.6,102.3,0.518,0,2021-11-03,2021-22,0.3,0.4,1508.4785270918053,1525.823180269835,1497.4609568569604,1536.8407505046796
77,77,Sacramento Kings,New Orleans Pelicans,22100118,112,99,0.429,0.445,0.325,0.776,45.0,22.6,13.2,6.5,4.9,-3.2,107.6,110.8,0.543,0.125,0.426,0.336,0.807,48.1,22.5,16.3,8.1,5.2,-7.3,103.4,110.3,0.523,1,2021-11-03,2021-22,0.2,0.1,1489.312836838673,1479.3171094919676,1498.751287835886,1469.878658494755
78,78,Brooklyn Nets,Atlanta Hawks,22100113,117,108,0.571,0.461,0.346,0.755,45.6,22.2,15.0,6.8,5.9,0.0,103.7,104.1,0.562,0.571,0.451,0.346,0.815,50.6,24.4,13.2,6.8,4.0,1.3,108.5,107.3,0.54,1,2021-11-03,2021-22,0.3,0.3,1502.9623631944753,1500.1753644454311,1510.695890175509,1492.4418374643976
79,79,Orlando Magic,Boston Celtics,22100110,79,92,0.25,0.434,0.37,0.758,45.9,21.8,17.3,5.3,4.9,-7.7,105.5,113.2,0.551,0.286,0.432,0.337,0.803,42.4,22.2,13.3,8.4,6.8,-5.4,104.6,110.3,0.538,0,2021-11-03,2021-22,0.2,0.2,1494.9191477117722,1492.952710665509,1480.1746777342796,1507.6971806430013
80,80,Philadelphia 76ers,Chicago Bulls,22100111,103,98,0.714,0.492,0.381,0.866,42.2,25.1,13.9,8.7,7.1,8.8,115.8,106.8,0.607,0.857,0.469,0.388,0.868,42.5,24.2,13.0,8.9,6.3,8.7,109.9,101.1,0.575,1,2021-11-03,2021-22,0.4,0.3,1534.0203410501506,1525.3804654780238,1539.4730815089383,1519.927725019236
81,81,Golden State Warriors,Charlotte Hornets,22100117,114,92,0.833,0.454,0.378,0.754,47.4,27.6,15.9,8.3,5.1,7.5,106.6,98.7,0.565,0.625,0.46,0.411,0.723,43.6,26.6,12.9,9.0,5.5,2.4,114.1,111.1,0.563,1,2021-11-03,2021-22,0.3,0.3,1528.1379004038513,1507.3244391174458,1541.005578994283,1494.456760527014
82,82,Cleveland Cavaliers,Portland Trail Blazers,22100108,107,104,0.5,0.445,0.302,0.76,45.8,24.5,16.0,8.6,4.2,-1.1,104.5,105.1,0.536,0.429,0.458,0.362,0.737,48.7,22.2,15.0,7.3,4.6,1.8,110.0,108.3,0.565,1,2021-11-03,2021-22,0.3,0.2,1516.4374172925116,1492.414418644486,1520.4881156032611,1488.3637203337362
83,83,San Antonio Spurs,Dallas Mavericks,22100116,108,109,0.286,0.469,0.344,0.664,43.3,27.9,13.8,8.8,4.6,-0.4,106.9,106.9,0.542,0.571,0.409,0.315,0.701,46.0,20.0,12.6,6.2,4.8,-6.2,101.6,107.5,0.513,0,2021-11-03,2021-22,0.1,0.3,1488.0377096503173,1485.5006606090094,1483.1652439878917,1490.373126271435
84,84,Los Angeles Lakers,Oklahoma City Thunder,22100123,104,107,0.625,0.482,0.362,0.718,41.7,23.3,15.9,8.8,5.9,0.7,107.8,107.3,0.566,0.143,0.411,0.293,0.735,44.4,19.4,15.3,7.6,4.0,-13.1,96.7,109.5,0.505,0,2021-11-04,2021-22,0.5,0.1,1523.1300609561454,1467.4808363360862,1515.2654185252934,1475.3454787669382
85,85,Phoenix Suns,Houston Rockets,22100122,123,111,0.5,0.47,0.316,0.729,45.8,26.7,14.6,8.0,3.1,-2.1,104.4,107.6,0.552,0.143,0.441,0.348,0.687,43.5,21.1,19.3,8.6,4.1,-6.6,99.3,105.9,0.54,1,2021-11-04,2021-22,0.2,0.0,1510.5409277140864,1446.0487314413429,1517.5522657798826,1439.0373933755466
86,86,Miami Heat,Boston Celtics,22100121,78,95,0.857,0.47,0.367,0.848,52.5,24.6,14.4,7.3,2.5,16.5,114.3,97.9,0.577,0.375,0.43,0.329,0.78,43.5,22.5,13.1,8.3,7.1,-3.3,103.7,107.4,0.535,0,2021-11-04,2021-22,0.5,0.3,1569.8727372429912,1507.6971806430013,1548.9004934054972,1528.6694244804953
87,87,Detroit Pistons,Philadelphia 76ers,22100119,98,109,0.143,0.394,0.267,0.729,42.2,21.2,16.3,9.1,5.3,-13.5,95.8,108.9,0.487,0.75,0.493,0.386,0.845,41.4,25.0,13.9,8.8,6.7,8.4,114.6,106.1,0.606,0,2021-11-04,2021-22,0.1,0.5,1447.4868226364656,1539.4730815089383,1437.90781543653,1549.052088708874
88,88,Atlanta Hawks,Utah Jazz,22100120,98,116,0.5,0.449,0.35,0.82,50.5,24.1,13.3,6.9,4.0,0.0,107.9,108.1,0.539,0.857,0.446,0.32,0.829,51.2,17.4,16.1,7.3,5.8,11.8,111.8,99.7,0.569,0,2021-11-04,2021-22,0.3,0.4,1492.4418374643976,1542.50987131963,1477.000723678062,1557.9509851059656
89,89,Toronto Raptors,Cleveland Cavaliers,22100127,101,102,0.667,0.431,0.332,0.775,48.6,20.3,13.9,11.3,3.6,5.2,107.4,102.4,0.523,0.556,0.453,0.324,0.761,45.7,25.2,16.4,8.1,3.9,-0.7,105.4,105.6,0.547,0,2021-11-05,2021-22,0.5,0.4,1536.8407505046796,1520.4881156032611,1531.7589085079464,1525.5699575999945
90,90,Washington Wizards,Memphis Grizzlies,22100126,115,87,0.625,0.444,0.319,0.817,46.1,20.4,12.8,6.9,5.8,1.1,107.0,106.2,0.549,0.625,0.446,0.363,0.792,46.3,25.4,14.7,10.3,5.6,-2.2,109.8,112.6,0.55,1,2021-11-05,2021-22,0.3,0.3,1497.4609568569604,1482.1852723066124,1513.119640222821,1466.5265889407517
91,91,Minnesota Timberwolves,LA Clippers,22100129,84,104,0.429,0.418,0.32,0.767,44.4,23.4,16.5,10.3,5.6,-1.4,103.4,104.3,0.524,0.429,0.437,0.357,0.735,40.8,24.0,13.0,10.0,4.3,0.8,103.6,103.1,0.541,0,2021-11-05,2021-22,0.1,0.3,1460.2662509781253,1507.2165910036344,1443.4783757624389,1524.0044662193209
92,92,Portland Trail Blazers,Indiana Pacers,22100131,110,106,0.375,0.457,0.361,0.727,47.8,22.5,14.4,7.9,4.8,1.2,109.9,108.8,0.561,0.333,0.465,0.36,0.78,44.6,24.5,16.3,7.0,6.2,-0.3,109.0,109.4,0.568,1,2021-11-05,2021-22,0.2,0.2,1488.3637203337362,1485.6816585136055,1493.3906787762105,1480.6547000711316
93,93,Detroit Pistons,Brooklyn Nets,22100124,90,96,0.125,0.395,0.272,0.747,42.4,21.3,15.8,8.8,5.0,-13.3,97.1,110.0,0.49,0.625,0.464,0.365,0.755,45.0,23.6,15.1,6.8,6.2,1.1,104.9,104.1,0.571,0,2021-11-05,2021-22,0.1,0.4,1437.90781543653,1510.695890175509,1430.6802575278782,1517.9234480841608
94,94,Milwaukee Bucks,New York Knicks,22100128,98,113,0.5,0.445,0.335,0.762,45.3,21.5,14.4,7.7,4.4,0.4,107.4,106.7,0.552,0.625,0.458,0.393,0.739,45.0,23.1,13.5,6.9,6.0,2.6,112.2,109.7,0.573,0,2021-11-05,2021-22,0.2,0.3,1503.002667491637,1492.6808589537982,1486.380468316691,1509.3030581287444
95,95,Orlando Magic,San Antonio Spurs,22100125,89,102,0.222,0.422,0.35,0.762,46.3,21.2,17.1,5.7,4.5,-8.4,103.2,111.4,0.537,0.25,0.471,0.343,0.677,42.7,27.4,13.8,8.8,5.2,-0.5,106.4,106.4,0.544,0,2021-11-05,2021-22,0.2,0.1,1480.1746777342796,1483.1652439878917,1465.656329542444,1497.6835921797274
96,96,Golden State Warriors,New Orleans Pelicans,22100130,126,85,0.857,0.458,0.381,0.742,47.9,28.1,15.9,9.1,4.9,9.5,106.9,97.1,0.571,0.111,0.426,0.338,0.813,47.4,22.8,16.5,7.3,5.0,-8.0,103.3,111.0,0.524,1,2021-11-05,2021-22,0.4,0.1,1541.005578994283,1469.878658494755,1557.078819144553,1453.805418344485
97,97,Sacramento Kings,Charlotte Hornets,22100132,140,110,0.5,0.454,0.326,0.781,44.3,23.2,12.6,6.7,5.2,-1.2,108.7,109.9,0.553,0.556,0.451,0.396,0.724,43.9,25.5,13.1,9.0,5.1,-0.2,111.1,110.8,0.553,1,2021-11-05,2021-22,0.3,0.3,1498.751287835886,1494.456760527014,1516.011623413215,1477.196424949685
98,98,Denver Nuggets,Houston Rockets,22100133,95,94,0.5,0.474,0.3,0.7,44.3,24.4,17.2,9.1,4.3,2.0,102.0,100.6,0.551,0.125,0.439,0.347,0.713,43.2,21.4,19.1,8.0,4.1,-7.2,100.1,107.3,0.542,1,2021-11-06,2021-22,0.2,0.0,1490.702121150575,1439.0373933755466,1493.2872668738466,1436.452247652275
99,99,Dallas Mavericks,Boston Celtics,22100136,107,104,0.625,0.412,0.307,0.705,46.9,20.0,13.3,6.7,4.7,-5.3,101.8,106.9,0.513,0.444,0.427,0.336,0.787,44.2,22.0,13.5,8.2,6.9,-1.2,103.8,105.4,0.536,1,2021-11-06,2021-22,0.4,0.4,1490.373126271435,1528.6694244804953,1495.632088380112,1523.4104623718183
100,100,Portland Trail Blazers,Los Angeles Lakers,22100138,105,90,0.444,0.46,0.369,0.739,47.3,23.1,14.4,7.9,4.8,1.5,110.4,109.0,0.567,0.556,0.474,0.362,0.729,42.5,23.2,15.7,8.7,5.8,0.3,107.4,107.2,0.56,1,2021-11-06,2021-22,0.3,0.5,1493.3906787762105,1515.2654185252934,1505.2465844856276,1503.409512815876
101,101,Phoenix Suns,Atlanta Hawks,22100137,121,117,0.571,0.471,0.337,0.757,45.5,26.8,14.1,8.5,3.8,-0.1,106.3,107.3,0.559,0.444,0.447,0.339,0.818,48.8,23.6,12.9,7.4,4.0,-2.0,107.5,109.8,0.538,1,2021-11-06,2021-22,0.3,0.3,1517.5522657798826,1477.000723678062,1521.807970001989,1472.7450194559558
102,102,Chicago Bulls,Philadelphia 76ers,22100135,105,114,0.75,0.469,0.378,0.87,43.2,23.6,13.4,9.2,6.0,7.0,108.8,101.8,0.572,0.778,0.493,0.385,0.824,42.7,24.9,14.2,8.8,6.3,8.8,115.0,106.1,0.604,0,2021-11-06,2021-22,0.3,0.6,1519.927725019236,1549.052088708874,1509.328565787601,1559.651247940509
103,103,Miami Heat,Utah Jazz,22100134,118,115,0.75,0.456,0.344,0.831,52.3,24.1,15.0,7.5,2.3,12.5,111.2,98.6,0.561,0.875,0.453,0.331,0.819,50.9,19.1,16.3,7.2,5.6,12.7,113.2,100.3,0.577,1,2021-11-06,2021-22,0.5,0.5,1548.9004934054972,1557.9509851059656,1553.569725437318,1553.281753074145
104,104,Golden State Warriors,Houston Rockets,22100145,120,107,0.875,0.466,0.384,0.753,48.0,29.1,15.3,9.2,4.8,13.3,109.2,96.0,0.581,0.111,0.442,0.342,0.708,43.7,21.2,19.0,8.0,4.3,-6.5,99.7,106.3,0.543,1,2021-11-07,2021-22,0.5,0.0,1557.078819144553,1436.452247652275,1562.695563994641,1430.8355028021874
105,105,New York Knicks,Cleveland Cavaliers,22100140,109,126,0.667,0.455,0.376,0.748,46.6,22.3,13.7,7.5,5.7,4.0,112.3,108.4,0.568,0.6,0.453,0.325,0.769,45.5,25.1,16.7,7.8,3.9,-0.5,106.1,106.1,0.548,0,2021-11-07,2021-22,0.4,0.5,1509.3030581287444,1525.5699575999945,1492.6658432292772,1542.2071724994616
106,106,LA Clippers,Charlotte Hornets,22100146,120,106,0.5,0.433,0.344,0.752,43.3,23.2,13.5,10.2,4.3,3.2,103.3,100.2,0.537,0.5,0.453,0.388,0.714,42.2,25.8,12.8,8.9,5.0,-3.1,110.6,113.3,0.552,1,2021-11-07,2021-22,0.4,0.3,1524.0044662193209,1477.196424949685,1532.4160970069156,1468.7847941620903
107,107,Orlando Magic,Utah Jazz,22100141,107,100,0.2,0.419,0.344,0.759,45.9,21.4,17.2,6.0,5.3,-8.9,101.7,110.4,0.531,0.778,0.46,0.332,0.811,49.2,20.0,15.3,7.5,5.4,11.0,114.4,103.3,0.582,1,2021-11-07,2021-22,0.2,0.5,1465.656329542444,1553.281753074145,1475.1878169221304,1543.7502656944584
108,108,Sacramento Kings,Indiana Pacers,22100143,91,94,0.556,0.464,0.35,0.79,45.4,23.8,13.2,6.5,4.7,2.2,111.7,109.4,0.57,0.3,0.467,0.357,0.77,44.3,25.0,15.9,7.1,5.8,-0.7,109.2,109.9,0.569,0,2021-11-07,2021-22,0.4,0.2,1516.011623413215,1480.6547000711316,1508.5803322918669,1488.0859911924797
109,109,Washington Wizards,Milwaukee Bucks,22100142,101,94,0.667,0.458,0.325,0.8,46.8,21.8,13.4,6.6,5.8,4.0,107.7,104.0,0.558,0.444,0.441,0.34,0.762,44.4,21.2,14.4,7.4,4.5,-1.3,106.3,107.4,0.55,1,2021-11-07,2021-22,0.4,0.2,1513.119640222821,1486.380468316691,1519.142302284707,1480.357806254805
110,110,Toronto Raptors,Brooklyn Nets,22100139,103,116,0.6,0.431,0.342,0.764,48.7,20.4,13.7,11.3,4.1,4.6,107.7,103.4,0.52,0.667,0.463,0.369,0.769,45.0,23.8,15.3,6.4,5.9,1.7,104.0,102.8,0.569,0,2021-11-07,2021-22,0.5,0.5,1531.7589085079464,1517.9234480841608,1516.4697184247689,1533.2126381673384
111,111,Oklahoma City Thunder,San Antonio Spurs,22100144,99,94,0.25,0.413,0.303,0.728,45.1,19.9,15.4,7.5,3.8,-11.1,98.0,108.9,0.51,0.333,0.468,0.341,0.702,43.2,26.9,13.7,9.1,5.4,1.0,105.8,104.5,0.541,1,2021-11-07,2021-22,0.2,0.2,1475.3454787669382,1497.6835921797274,1481.5543054401007,1491.4747655065648
112,112,Sacramento Kings,Phoenix Suns,22100153,104,109,0.5,0.455,0.344,0.797,44.4,23.5,13.1,7.2,4.9,1.7,110.2,108.2,0.562,0.625,0.476,0.335,0.763,44.8,26.5,13.7,8.4,4.0,0.4,107.3,107.9,0.567,0,2021-11-08,2021-22,0.4,0.4,1508.5803322918669,1521.807970001989,1500.508300238351,1529.8800020555047
113,113,Denver Nuggets,Miami Heat,22100151,113,96,0.556,0.466,0.291,0.717,44.5,23.9,16.6,9.2,4.4,1.9,101.6,100.1,0.544,0.778,0.47,0.357,0.825,51.0,25.0,15.1,7.1,2.1,11.6,113.0,101.3,0.573,1,2021-11-08,2021-22,0.3,0.6,1493.2872668738466,1553.569725437318,1508.2908593965865,1538.566132914578
114,114,Dallas Mavericks,New Orleans Pelicans,22100150,108,92,0.667,0.423,0.309,0.716,46.5,20.0,13.6,6.8,4.8,-4.4,103.2,107.4,0.525,0.1,0.419,0.327,0.807,47.0,22.9,16.8,7.2,4.8,-11.3,101.8,112.5,0.517,1,2021-11-08,2021-22,0.5,0.1,1495.632088380112,1453.805418344485,1505.0376312782555,1444.3998754463414
115,115,Memphis Grizzlies,Minnesota Timberwolves,22100149,125,118,0.556,0.436,0.348,0.789,45.4,24.6,14.1,10.5,5.4,-5.1,107.2,112.7,0.535,0.375,0.409,0.321,0.765,43.9,22.5,17.1,10.0,5.8,-3.7,100.5,103.9,0.516,1,2021-11-08,2021-22,0.3,0.1,1466.5265889407517,1443.4783757624389,1472.6483568943831,1437.3566078088074
116,116,Chicago Bulls,Brooklyn Nets,22100148,118,95,0.667,0.461,0.361,0.859,43.7,23.3,13.0,9.0,5.5,5.3,108.9,103.6,0.563,0.7,0.468,0.378,0.777,45.6,24.4,15.5,6.1,5.4,2.8,105.8,103.4,0.577,1,2021-11-08,2021-22,0.3,0.6,1509.328565787601,1533.2126381673384,1525.3702393356275,1517.170964619312
117,117,Golden State Warriors,Atlanta Hawks,22100152,127,113,0.889,0.471,0.377,0.765,47.1,29.2,15.5,9.4,4.6,13.2,110.0,97.0,0.587,0.4,0.446,0.345,0.824,48.6,22.9,12.7,6.9,3.7,-2.2,107.9,110.2,0.539,1,2021-11-08,2021-22,0.6,0.3,1562.695563994641,1472.7450194559558,1569.558083613976,1465.8824998366206
118,118,Philadelphia 76ers,New York Knicks,22100147,96,103,0.8,0.496,0.394,0.82,42.7,24.7,14.2,8.5,6.2,8.8,115.4,106.4,0.607,0.6,0.455,0.369,0.765,45.1,22.2,13.4,7.7,6.1,1.9,111.9,110.4,0.568,0,2021-11-08,2021-22,0.7,0.4,1559.651247940509,1492.6658432292772,1547.450362261631,1504.8667289081552
119,119,Los Angeles Lakers,Charlotte Hornets,22100154,126,123,0.5,0.461,0.354,0.737,43.8,22.7,15.9,8.6,5.7,-1.1,105.1,106.3,0.549,0.455,0.448,0.38,0.719,42.2,25.2,12.8,9.2,4.7,-4.0,109.8,113.4,0.546,1,2021-11-08,2021-22,0.5,0.3,1503.409512815876,1468.7847941620903,1507.2734110041158,1464.9208959738503
120,120,Philadelphia 76ers,Milwaukee Bucks,22100155,109,118,0.727,0.485,0.386,0.82,43.3,24.4,13.8,8.4,6.2,7.4,114.2,106.6,0.596,0.4,0.436,0.334,0.744,44.9,20.8,14.3,8.1,4.3,-1.9,105.2,106.9,0.541,0,2021-11-09,2021-22,0.7,0.2,1547.450362261631,1480.357806254805,1533.329548896539,1494.4786196198968
121,121,LA Clippers,Portland Trail Blazers,22100157,117,109,0.556,0.438,0.348,0.776,43.8,23.1,14.1,9.9,4.3,4.3,104.6,100.4,0.547,0.5,0.451,0.356,0.741,47.5,22.8,14.0,8.4,4.9,2.9,109.1,106.3,0.56,1,2021-11-09,2021-22,0.5,0.4,1532.4160970069156,1505.2465844856276,1538.9035385808318,1498.7591429117117
122,122,Utah Jazz,Atlanta Hawks,22100156,110,98,0.7,0.452,0.318,0.813,49.4,20.2,15.6,7.8,5.6,9.2,113.3,104.0,0.573,0.364,0.447,0.352,0.818,47.2,22.7,13.1,6.8,3.5,-3.3,108.0,111.5,0.544,1,2021-11-09,2021-22,0.5,0.3,1543.7502656944584,1465.8824998366206,1550.3311337070943,1459.3016318239847
123,123,New Orleans Pelicans,Oklahoma City Thunder,22100165,100,108,0.091,0.42,0.321,0.807,46.6,23.4,16.6,7.3,4.4,-11.8,101.6,112.7,0.515,0.333,0.408,0.301,0.742,46.4,20.0,15.3,7.2,4.1,-9.3,98.0,107.1,0.506,0,2021-11-10,2021-22,0.1,0.3,1444.3998754463414,1481.5543054401007,1434.776721760544,1491.1774591258982
124,124,Denver Nuggets,Indiana Pacers,22100167,101,98,0.6,0.465,0.291,0.715,45.2,24.4,16.0,9.0,4.5,3.4,103.3,100.4,0.545,0.364,0.465,0.35,0.771,45.3,23.9,16.4,7.2,5.9,-0.4,108.1,108.7,0.564,1,2021-11-10,2021-22,0.4,0.3,1508.2908593965865,1488.0859911924797,1512.4102192983487,1483.9666312907175
125,125,Houston Rockets,Detroit Pistons,22100162,104,112,0.1,0.443,0.338,0.703,43.4,20.8,19.1,8.3,4.2,-7.1,100.2,107.3,0.545,0.111,0.394,0.277,0.745,42.7,20.9,15.6,9.0,5.1,-12.5,96.5,108.4,0.488,0,2021-11-10,2021-22,0.0,0.1,1430.8355028021874,1430.6802575278782,1419.9711470737682,1441.5446132562977
126,126,Cleveland Cavaliers,Washington Wizards,22100158,94,97,0.636,0.462,0.347,0.771,45.8,25.7,16.8,7.8,3.7,1.1,108.2,106.4,0.558,0.7,0.463,0.332,0.789,46.4,22.1,14.0,6.7,6.0,4.3,107.2,103.1,0.56,0,2021-11-10,2021-22,0.6,0.5,1542.2071724994616,1519.142302284707,1535.0365464061742,1526.3129283779945
127,127,Orlando Magic,Brooklyn Nets,22100159,90,123,0.273,0.426,0.347,0.762,45.4,21.7,16.9,6.2,5.6,-7.4,102.5,109.7,0.536,0.636,0.461,0.374,0.783,45.2,23.9,15.4,6.1,5.5,0.5,104.8,104.6,0.57,0,2021-11-10,2021-22,0.3,0.6,1475.1878169221304,1517.170964619312,1450.7482640477397,1541.610517493703
128,128,Phoenix Suns,Portland Trail Blazers,22100168,119,109,0.667,0.475,0.342,0.766,43.8,26.5,13.8,9.0,4.5,0.9,106.9,106.8,0.566,0.455,0.453,0.358,0.741,47.2,23.5,13.7,8.2,5.0,1.9,109.5,107.6,0.56,1,2021-11-10,2021-22,0.5,0.4,1529.8800020555047,1498.7591429117117,1537.1657473733906,1491.4733975938257
129,129,Memphis Grizzlies,Charlotte Hornets,22100164,108,118,0.6,0.442,0.351,0.798,45.8,24.9,14.2,10.1,5.6,-3.8,108.5,112.7,0.542,0.417,0.447,0.376,0.73,42.8,24.7,13.0,8.8,4.6,-3.9,109.7,113.2,0.546,0,2021-11-10,2021-22,0.4,0.3,1472.6483568943831,1464.9208959738503,1459.9370392226476,1477.632213645586
130,130,New York Knicks,Milwaukee Bucks,22100161,100,112,0.636,0.454,0.365,0.765,46.2,22.5,13.4,7.4,5.9,2.4,111.6,109.7,0.565,0.455,0.439,0.339,0.741,45.5,20.8,13.8,7.8,4.5,-0.9,106.4,107.3,0.543,0,2021-11-10,2021-22,0.5,0.3,1504.8667289081552,1494.4786196198968,1490.497582095251,1508.847766432801
131,131,Chicago Bulls,Dallas Mavericks,22100163,117,107,0.7,0.462,0.353,0.858,44.9,23.1,12.6,8.9,5.4,7.0,109.7,102.7,0.562,0.7,0.431,0.317,0.709,46.7,20.9,13.6,6.8,4.7,-2.3,104.3,106.6,0.531,1,2021-11-10,2021-22,0.4,0.6,1525.3702393356275,1505.0376312782555,1533.012466168892,1497.395404444991
132,132,Los Angeles Lakers,Miami Heat,22100170,120,117,0.545,0.463,0.359,0.733,43.9,23.1,15.7,8.7,5.9,-0.8,105.7,106.6,0.553,0.7,0.464,0.357,0.826,49.9,24.8,15.0,6.7,2.2,8.8,112.1,103.2,0.57,1,2021-11-10,2021-22,0.6,0.6,1507.2734110041158,1538.566132914578,1512.3876793868462,1533.4518645318476
133,133,San Antonio Spurs,Sacramento Kings,22100166,136,117,0.3,0.462,0.326,0.7,43.4,27.1,13.3,9.1,5.8,0.4,104.6,103.9,0.532,0.455,0.455,0.349,0.794,44.3,22.9,14.0,7.1,4.9,1.1,109.2,107.8,0.562,1,2021-11-10,2021-22,0.2,0.4,1491.4747655065648,1500.508300238351,1504.6765259527656,1487.3065397921505
134,134,Golden State Warriors,Minnesota Timberwolves,22100169,123,110,0.9,0.472,0.38,0.787,46.2,29.3,15.3,9.8,4.5,13.2,111.4,98.2,0.591,0.333,0.411,0.328,0.774,43.7,22.4,16.9,9.6,6.0,-4.0,101.8,105.8,0.52,1,2021-11-10,2021-22,0.7,0.1,1569.558083613976,1437.3566078088074,1574.854576501452,1432.0601149213314
